Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-011001,2020-03,01/18/2020 21:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,3634,PHILLIPS PL,15, , ,3634,PHILLIPS,892886.6,1003474
20-010770,2020-03,01/19/2019 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,6049,CLEMENS AVE,48, , ,6049,CLEMENS,878887.9,1028373
20-013568,2020-03,01/19/2020 09:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1413,N 8TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1413,8TH,909196.1,1021937
20-013694,2020-03,01/20/2020 01:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1827,OFALLON ST,61, ,NUISANCE ABATEMENT PROPERTY,1827,OFALLON,905170.9,1022126
20-012983,2020-03,01/20/2020 12:20,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,5417,S GRAND BLVD,3, , ,5417,GRAND,890697.2,996560.9
20-013572,2020-03,01/20/2020 17:40,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,110,N 17TH ST,36, ,NUISANCE ABATEMENT PROPERTY,110,17TH,904545.1,1018315
20-013702,2020-03,01/20/2020 19:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3015,N 23RD ST,60, ,NUISANCE ABATEMENT PROPERTY,3015,23RD,904022.6,1027132
20-010736,2020-03,01/21/2020 03:10,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4101,GRAVOIS AVE,16, ,@QT - GRAVOIS / CHIPPEWA,4101,GRAVOIS,889849,1003566
20-010447,2020-03,01/21/2020 08:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,3926,FOLSOM AVE,28, , ,3926,FOLSOM,892877.1,1014787
20-005927,2020-03,01/21/2020 14:45,Y, , ,1, ,204100,4,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,1415,N GARRISON AVE,59, ,@DUNBAR SCHOOL,1415,GARRISON,899853.3,1023919
20-014598,2020-03,01/22/2020 12:00,Y, , ,1, ,103000,5,FORGERY-ISSUING FALSE INSTRUMENT OR CERTIFICAT,5810,BARTMER AVE,48, , ,5810,BARTMER,881332,1030217
20-003675,2020-03,01/22/2020 15:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3611,GRANDEL SQ,77, , ,3611,GRANDEL,897028.6,1022188
20-012710,2020-03,01/23/2020 12:01,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5377,NORTHLAND AVE,50, , ,5377,NORTHLAND,886993.4,1033859
20-003867,2020-03,01/23/2020 22:38,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,2100,S GRAND BLVD,27, , ,3600,RUSSELL,0,0
20-012088,2020-03,01/23/2020 23:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4700,BIRCHER BLVD,69, , ,4700,BIRCHER,895152.2,1037234
20-012083,2020-03,01/24/2020 00:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3603,MARCUS AVE,55, , ,3603,MARCUS,893039.5,1033853
20-012086,2020-03,01/24/2020 10:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,702,BITTNER ST,74, , ,702,BITTNER,897686.2,1047777
20-012633,2020-03,01/25/2020 00:30,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,4219,ATHLONE AVE,68, , ,4219,ATHLONE,897582.3,1034502
20-010833,2020-03,01/25/2020 10:30,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,1241,N EUCLID AVE,53, , ,1241,EUCLID,888834,1028768
20-010970,2020-03,01/27/2020 07:34,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,3632,ALBERTA ST,16, , ,3632,ALBERTA,892752.8,1001988
20-004385,2020-03,01/27/2020 08:20, , , ,-1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3710, ,18, ,RESIDENCE,3700,KOSCIUSKO,0,0
20-010399,2020-03,01/27/2020 15:41,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7868,GERMANIA ST,1, , ,7868,GERMANIA,885923.6,989660.5
20-010746,2020-03,01/28/2020 11:05,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4917,WINONA AVE,7, , ,4917,WINONA,884520.4,1003925
20-010598,2020-03,01/28/2020 12:00,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7854,TENNESSEE PL,1, , ,7854,TENNESSEE,886226.8,989410.4
20-010574,2020-03,01/28/2020 15:00,Y, , ,1, ,266999,2,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4255,HAMPTON AVE,8,TARGET, ,4255,HAMPTON,878653.4,1004650
20-010418,2020-03,01/29/2020 19:00,Y, , ,1, ,121000,4,EMBEZZLEMENT-VALUE OVER $150,4314,N GRAND BLVD,67, , ,4314,GRAND,902522.3,1032298
20-013965,2020-03,01/30/2020 12:50,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,3035,CASS AVE,59, ,@SCHOOL - VASHON HIGH,3035,CASS,899825.3,1024601
20-014090,2020-03,01/31/2020 04:00,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,1010,GOODFELLOW BLVD,48, , ,1010,GOODFELLOW,881392.6,1029561
20-010768,2020-03,01/31/2020 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4613,EVANS AVE,54, , ,4613,EVANS,890974.2,1028691
20-005119,2020-03,01/31/2020 12:55,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6949,MITCHELL AVE,43, , ,6949,MITCHELL,875160.9,1015775
20-012000,2020-03,02/01/2020 00:01,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,5355,WILSON AVE,12, , ,5355,WILSON,883937.4,1013353
20-012529,2020-03,02/01/2020 00:01,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3814,EICHELBERGER ST,5, , ,3814,EICHELBERGER,889400.2,997573.8
20-010286,2020-03,02/01/2020 08:30,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8719,PARTRIDGE AVE,74, , ,8719,PARTRIDGE,894290.6,1049880
20-010658,2020-03,02/01/2020 09:00,Y, , ,1, ,101000,5,FORGERY,5461,DELMAR BLVD,49, , ,5461,DELMAR,883561.5,1027076
20-013795,2020-03,02/01/2020 12:00,Y, , ,1, , 69702,5,LARCENY-ALL OTHER UNDER $500,5461,DELMAR BLVD,49, , ,5461,DELMAR,883561.5,1027076
20-010164,2020-03,02/01/2020 17:05,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,4486,GREENWICH CT,38, , ,4486,GREENWICH,889693.4,1023848
20-005496,2020-03,02/03/2020 06:47,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
20-011185,2020-03,02/03/2020 07:00,Y, , ,1, , 67601,2,"LARCENY-FROM BUILDING $500 - $24,999",1535,MCCAUSLAND AVE,43, ,APT A,1535,MCCAUSLAND,875056.4,1016239
20-011277,2020-03,02/03/2020 09:48,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5317,LABADIE AVE,50,REAR ALLEY,REAR ALLEY,5317,LABADIE,888258.5,1034945
20-005580,2020-03,02/03/2020 14:45, , , ,-1, , 69703,4,LARCENY-ALL OTH/FRM PRSN/UNDER $500,3726,COOK,77, , ,3726,COOK,0,0
20-006587,2020-03,02/04/2020 00:01,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,919,N JEFFERSON AVE,59, ,@CENTRAL PATROL DIVISION,919,JEFFERSON,902219.7,1021301
20-006031,2020-03,02/04/2020 16:00, , , ,1, , 51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4977,ITASKA,7, , ,4977,ITASKA,0,0
20-006031,2020-03,02/04/2020 16:00, , , ,-1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,4977,ITASKA,7, , ,4977,ITASKA,0,0
20-005826,2020-03,02/04/2020 17:45, , , ,-1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,906,LASALLE PARK,34, , ,906,LASALLE PARK,0,0
20-005826,2020-03,02/04/2020 17:45, , , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,906,LASALLE PARK,34, , ,906,LASALLE PARK,0,0
20-005826,2020-03,02/04/2020 17:45, , , ,-1, , 38421,3,ROBBERY CARJACKING /STRNGARM/NO INJ/SUCCESSFUL,906,LASALLE PARK,34, , ,906,LASALLE PARK,0,0
20-010807,2020-03,02/05/2020 07:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8835,RIVERVIEW BLVD,73, , ,8835,RIVERVIEW,894087.9,1050816
20-006990,2020-03,02/05/2020 16:15,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,0,HAMPTON VILLAGE,7, ,@HAMPTON VILLAGE, , ,0,0
20-006015,2020-03,02/05/2020 16:40, , , ,-1, , 91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1366,KINGSHIGHWAY,53, , , , ,0,0
20-010769,2020-03,02/06/2020 08:00,Y, , ,1, ,112010,2,FRAUD-CREDIT DEVICE/OVER $150,5841,SOUTHWEST AVE,13, , ,5841,SOUTHWEST,881104.4,1010284
20-006214,2020-03,02/07/2020 01:05, , , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,3916, ,65, ,: APT 103,3916,FLORISSANT,0,0
20-006214,2020-03,02/07/2020 01:05, , , ,-1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3916, ,65, ,: APT 103,3916,FLORISSANT,0,0
20-013417,2020-03,02/07/2020 08:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,4929,CHIPPEWA ST,14, , ,4929,CHIPPEWA,884597.6,1004308
20-010496,2020-03,02/07/2020 12:02,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,6200,HALL ST,79, , ,6200,HALL,903147.2,1040671
20-012681,2020-03,02/08/2020 09:47,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5600,DEWEY AVE,3, , ,5600,DEWEY,889522.9,996495.1
20-012478,2020-03,02/09/2020 10:00,Y, , ,1, , 67701,2,LARCENY-FROM BUILDING UNDER $500,3303,WATSON RD,9, , ,3303,WATSON,877545.9,1008284
20-010630,2020-03,02/09/2020 11:22,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,8421,S BROADWAY,2, , ,8421,BROADWAY,887647.6,986138.9
20-011268,2020-03,02/10/2020 06:00,Y, , ,1, , 69702,2,LARCENY-ALL OTHER UNDER $500,3409,SUBLETTE AVE,14, , ,3409,SUBLETTE,882721.8,1006744
20-007266,2020-03,02/10/2020 09:00, , , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4898,FYLER,15, , ,4898,FYLER,0,0
20-007266,2020-03,02/10/2020 09:00, , , ,-1, , 71013,2,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4898,FYLER,15, , ,4898,FYLER,0,0
20-013827,2020-03,02/10/2020 10:00,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",2021,PARK AVE,32, , ,2021,PARK,901888.9,1013952
20-010734,2020-03,02/10/2020 10:46,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,7830,BANDERO DR,1, , ,7830,BANDERO,886197.3,989867
20-012090,2020-03,02/10/2020 12:11,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2921,N NEWSTEAD AVE,56, , ,2921,NEWSTEAD,894344.9,1031037
20-012089,2020-03,02/10/2020 23:08,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8445,NEWBY ST,74, , ,8445,NEWBY,895740.9,1049215
20-013829,2020-03,02/11/2020 00:01,Y, , ,1, , 91123,1,SIMPLE ASSAULT-CHILD/NO INJURY,4720,S BROADWAY,17, , ,4720,BROADWAY,895912.1,996407
20-006829,2020-03,02/11/2020 01:00,Y, , ,1, , 83000,4,ARSON-KNOWINGLY BURNING/SUCCESS, , ,35, , , , ,0,0
20-006893,2020-03,02/11/2020 11:00,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",4300,UNION BLVD,70, , ,4300,UNION,890424.7,1038231
20-010845,2020-03,02/11/2020 14:00,Y, , ,1, , 72113,6,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,MCLARAN AVE / TARA LN,73, , , , ,893329.1,1049918
20-014610,2020-03,02/11/2020 16:00,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",3001,SPRUCE ST,37, , ,3001,SPRUCE,899200,1017853
20-011753,2020-03,02/11/2020 16:39,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,1020,LOUGHBOROUGH AVE,1,SCHNUCKS MARKETS,@SCHNUCKS - LOUGHBOROUGH,1020,LOUGHBOROUGH,888369.9,991903
20-007369,2020-03,02/11/2020 19:19,Y, , ,1, ,115100,4,FRAUD-STEALING BY DECEIT/OVER $150,1200,CLARK AVE,36, ,@HEADQUARTERS, ,MT OLIVE PD ILLINOIS,905878.5,1016618
20-012041,2020-03,02/13/2020 01:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",2206,LUCAS AVE,36, , ,2206,LUCAS,902915.2,1020334
20-008002,2020-03,02/13/2020 04:00,Y, , ,1, , 44015,1,ASSLT-AGGRV-HND/FST/FT-2ND-ADUL-DOMESTIC,5014,CHIPPEWA ST,7, , ,4006,FAIRVIEW,883876.9,1004222
20-012108,2020-03,02/13/2020 08:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,4612,VARRELMANN AVE,5, , ,4612,VARRELMANN,888011.5,1001161
20-010452,2020-03,02/13/2020 08:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,GRAVOIS AVE / OSCEOLA ST,5, , ,4401,GRAVOIS,888634.4,1002457
20-010860,2020-03,02/13/2020 10:00,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",1300,CONVENTION PZ,36, , ,1300,CONVENTION,906779.9,1019635
20-007251,2020-03,02/13/2020 12:00,Y, , ,1, ,182130,5,DRUGS-POSSESSION/HEROIN,5054,WABADA AVE,52,ON THE STREET, ,5054,WABADA,888562.3,1032096
20-007241,2020-03,02/13/2020 12:48,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,3511,N NEWSTEAD AVE,56, , , , ,895012,1032211
20-011662,2020-03,02/13/2020 17:00,Y, , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,3503,RUSSELL BLVD,26, , ,3503,RUSSELL,895182.8,1012258
20-012294,2020-03,02/13/2020 23:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,7150,ALABAMA AVE,1, , ,655,ROBERT,888750.4,990433.2
20-012094,2020-03,02/14/2020 20:30,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,6165,W FLORISSANT AVE,76, , ,6165,FLORISSANT,890288.4,1048310
20-012588,2020-03,02/15/2020 00:01,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4068,OLIVE ST,38, , ,4068,OLIVE,893502.2,1022984
20-014333,2020-03,02/15/2020 07:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,8577,RIVERVIEW BLVD,73, , ,8577,RIVERVIEW,893657.4,1049020
20-007487,2020-03,02/15/2020 09:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,HAMILTON AVE / HIGHLAND AVE,50,ON THE STREET, , , ,883028.4,1035537
20-007514,2020-03,02/15/2020 12:59,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,110,N 17TH ST,36,CITYVIEW APARTMENTS,OFFICE BUILDING,110,17TH,904545.1,1018315
20-007509,2020-03,02/15/2020 13:00,Y, , ,1, ,182260,5,DRUGS-POSSESSION/METHAMPHETAMINE,5519,ST LOUIS AVE,50, , ,5519,ST LOUIS,886558.6,1035639
20-013351,2020-03,02/15/2020 14:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5041,WATERMAN BLVD,38, , ,5041,WATERMAN,887148.6,1025132
20-013203,2020-03,02/15/2020 17:31,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2926,CALIFORNIA AVE,30, , ,2926,CALIFORNIA,897914,1007991
