Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,Ycoord
20-005041,2020-11,1/24/2020 3:07,Y, , ,1, ,21000,3,RAPE -- FORCIBLE,3800,MARINE AVE,18, , ,1465,GRAND,899739.7,1001793
20-003926,2020-11,1/24/2020 5:30,Y, , ,1, ,42015,4,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,2000,MADISON ST,60, ,LARGE APARTMENT COMPLEX,2000,MADISON,904374.2,1024178
20-054197,2020-11,1/25/2018 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,4209,LEE AVE,68, , ,4209,LEE,898039.3,1033775
20-009074,2020-11,1/27/2020 19:16,Y, , ,1, ,262300,2,PORNAGRAPHY-PBLIC DSPLAY SEX MATERIALS,3217,ROGER PL,15, , ,3217,ROGER,890845.9,1007507
20-034692,2020-11,2/1/2020 13:26,Y, , ,1, ,51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3425,IOWA AVE,19, , ,3425,IOWA,897564.6,1004886
20-043181,2020-11,2/4/2020 0:01,Y, , ,1, ,91123,4,SIMPLE ASSAULT-CHILD/NO INJURY,700,N GRAND BLVD,77, , ,3900,HOLLY HILLS,897200.1,1021981
20-054079,2020-11,2/13/2020 21:00,Y, , ,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5116,GREER AVE,52, , ,2303,ANN,889567.5,1034383
20-002231,2020-11,2/25/2019 10:10, , ,Y,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5327,DEVONSHIRE,7,                                                                           ,                                                                                ,5327,DEVONSHIRE,0,0
20-002231,2020-11,2/25/2019 10:10, , ,Y,-1, ,67701,1,LARCENY-FROM BUILDING UNDER $500,5327,DEVONSHIRE,7,                                                                           ,                                                                                ,5327,DEVONSHIRE,0,0
20-009471,2020-11,2/25/2020 21:00,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5041,S GRAND BLVD,16, , ,5041,GRAND,891151,997253.9
20-049752,2020-11,2/29/2020 15:00,Y, , ,1, ,121000,6,EMBEZZLEMENT-VALUE OVER $150,4300,GOODFELLOW BLVD,70, , ,4300,GOODFELLOW,886692.3,1040667
20-054169,2020-11,3/1/2014 12:00,Y, , ,1, ,121000,6,EMBEZZLEMENT-VALUE OVER $150,3053,BAYARD AVE,55, , ,3053,BAYARD,891637,1033361
20-054228,2020-11,3/2/2020 0:01,Y, , ,1, ,115500,4,FRAUD/STEALING BY DECEIT-O/$150,3534,GRATIOT ST,37, , ,3534,GRATIOT,895678.3,1017375
20-010867,2020-11,3/5/2020 18:30,Y, , ,1, ,266510,5,PUBLIC ORDER-TRESPASSING,5750,NATURAL BRIDGE AVE,50,GULF GAS STATION, ,5750,NATURAL BRIDGE,885556.4,1038533
20-010952,2020-11,3/6/2020 8:08,Y, , ,1, ,43014,6,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,4659,PENROSE ST,69, , ,4659,PENROSE,894787.6,1035891
20-050325,2020-11,3/13/2018 10:30,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,1226,OLIVE ST,36, , ,4960,TERRY,906266,1018212
20-034417,2020-11,3/21/2013 12:00,Y, , ,1, ,171200,3,SEX OFFNS-STATUATORY RAPE/FIRST,3600,KOSCIUSKO ST,18, , ,3648,KOSCIUSKO,901094.2,1002717
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41013,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41023,1,AGG.ASSAULT-FIREARM/CITIZEN CHILD 3RD DEGREE,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41014,1,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41026,1,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41026,1,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41026,1,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41026,1,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41026,1,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013393,2020-11,3/22/2020 16:00,Y, , ,1, ,41026,1,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,4223,CALIFORNIA AVE,17, , ,,,896407.8,999724.8
20-013475,2020-11,3/23/2020 13:45,Y, , ,1, ,42016,4,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,2601,HADLEY ST,63, , ,2601,HADLEY,907322.8,1025850
20-013634,2020-11,3/24/2020 17:00,Y, , ,1, ,41016,5,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,6100,ETZEL AVE,48, ,CITY STREET,,,879557.6,1031248
20-013641,2020-11,3/24/2020 21:11,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,900,SPRUCE ST,35, ,@FLYING SAUCER,900,SPRUCE,907004.9,1015854
20-047689,2020-11,4/1/2020 0:01,Y, , ,1, ,21000,2,RAPE -- FORCIBLE,3400,GRACE AVE,15, , ,3624,ARSENAL,893017.8,1005290
20-051435,2020-11,4/1/2020 0:01,Y, , ,1, ,23000,5,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,5400,DELMAR BLVD,49, , ,5453,DELMAR,883561.5,1027076
20-014989,2020-11,4/4/2020 0:01,Y, , ,1, ,204100,1,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4226,NEOSHO ST,5, , ,4226,NEOSHO,887377,1001612
20-015121,2020-11,4/5/2020 20:00,Y, , ,1, ,31111,6,ROBBERY-HIGHWAY /FIREARM USED/SUCCESSFUL,3946,ASHLAND AVE,56, , ,3946,ASHLAND,898467.5,1030035
20-015157,2020-11,4/6/2020 8:24,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3501,N KINGSHIGHWAY BLVD,52,FAMILY DOLLAR, ,3501,KINGSHIGHWAY,890735,1035001
20-015306,2020-11,4/7/2020 9:15,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,LINDELL BLVD / N TAYLOR AVE,38, , ,,,889348,1022906
20-015306,2020-11,4/7/2020 9:15,Y, , ,1, ,41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,LINDELL BLVD / N TAYLOR AVE,38, , ,,,889348,1022906
20-015306,2020-11,4/7/2020 9:15,Y, , ,1, ,41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,0,LINDELL BLVD / N TAYLOR AVE,38, , ,,,889348,1022906
20-015876,2020-11,4/11/2020 19:00,Y, , ,1, ,69603,1,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",3661,ROSWELL AVE,4, , ,3661,ROSWELL,887074.9,991944.3
20-016200,2020-11,4/14/2020 12:45,Y, , ,1, ,42015,3,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,2705,CAROLINE ST,31, ,APT C CAROLINE ST CITY,2705,CAROLINE,899701.4,1014582
20-042236,2020-11,4/17/1979 0:10,Y, , ,1, ,21000,6,RAPE -- FORCIBLE,4600,ELMBANK AVE,56, , ,4647,ELMBANK,893070.2,1032895
20-042851,2020-11,4/20/2020 11:26,Y, , ,1, ,21000,4,RAPE -- FORCIBLE,500,N GRAND BLVD,77, , ,500,GRAND,896832.8,1021360
20-017744,2020-11,4/26/2020 6:30,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4217,NEOSHO ST,5, , ,4224,ELLENWOOD,887582.6,1001693
20-017744,2020-11,4/26/2020 6:30,Y, , ,1, ,41014,1,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4217,NEOSHO ST,5, , ,4224,ELLENWOOD,887582.6,1001693
20-019043,2020-11,5/3/2020 12:00,Y, , ,1, ,204100,6,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,6200,N BROADWAY,79, , ,6200,BROADWAY,900459.2,1038662
20-054049,2020-11,5/11/2020 0:01,Y, , ,1, ,178200,4,SEX OFFNS-EXPOSURE/EXPOSING PERSON,200,N 17TH ST,36, , ,210,17TH,904614.6,1018599
20-020190,2020-11,5/12/2020 23:40, , ,Y,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4937,WASHINGTON,38,                                                                           ,                                                                                ,4945,WASHINGTON,0,0
20-020190,2020-11,5/12/2020 23:40, , ,Y,-1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4937,WASHINGTON,38,                                                                           ,                                                                                ,4945,WASHINGTON,0,0
20-020910,2020-11,5/18/2020 6:15,Y, , ,1, ,43016,6,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,0,LUCILLE AVE / MIMIKA AVE,76, , ,,,889581.8,1045793
20-020910,2020-11,5/18/2020 6:15,Y, , ,1, ,43026,6,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,0,LUCILLE AVE / MIMIKA AVE,76, , ,,,889581.8,1045793
20-020910,2020-11,5/18/2020 6:15,Y, , ,1, ,43026,6,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,0,LUCILLE AVE / MIMIKA AVE,76, , ,,,889581.8,1045793
20-020910,2020-11,5/18/2020 6:15,Y, , ,1, ,43026,6,ASSLT-AGGRAV-OTH-WPN-3RD-CHILD-DOMESTIC,0,LUCILLE AVE / MIMIKA AVE,76, , ,,,889581.8,1045793
20-021256,2020-11,5/20/2020 12:10,Y, , ,1, ,51111,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/OCCUPIED,4626,SAINT LOUIS AVE,56, , ,4626,SAINT LOUIS,892654.9,1031717
20-021718,2020-11,5/23/2020 11:50,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4626,ST LOUIS AVE,56, , ,,,892607.7,1031614
20-023713,2020-11,5/24/2020 11:25,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,4036,SCHILLER PL,5, , ,4036,SCHILLER,887868.3,998410.3
20-024604,2020-11,5/28/2020 18:54,Y, , ,1, ,65701,2,LARCENY-MTR VEH PARTS UNDER $500,3300,S KINGSHIGHWAY BLVD,15, , ,3300,KINGSHIGHWAY,885993.2,1007022
20-022699,2020-11,5/29/2020 7:00,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4626,ST LOUIS AVE,56, , ,,,892607.7,1031614
20-023283,2020-11,6/1/2020 19:00,Y, , ,1, ,43202,4,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE,1915,OLIVE ST,36, ,@HEADQUARTERS,,,903703.7,1019090
20-023283,2020-11,6/1/2020 19:00,Y, , ,1, ,43202,4,AGG.ASSAULT-OTH DANG WEP/POL OFFC 2ND DEGREE,1915,OLIVE ST,36, ,@HEADQUARTERS,,,903703.7,1019090
20-023429,2020-11,6/2/2020 1:50,Y, , ,1, ,82000,4,ARSON-2ND DEGREE/SUCCESS,1311,N GRAND BLVD,77,TITLEMAX, ,1311,GRAND,898068.9,1024344
20-023429,2020-11,6/2/2020 1:50,Y, , ,1, ,52212,4,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,1311,N GRAND BLVD,77,TITLEMAX, ,1311,GRAND,898068.9,1024344
20-023350,2020-11,6/2/2020 2:10,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4405,WEST PINE BLVD,38,WEST PINE PHARMACY, ,4405,WEST PINE,890212,1022241
20-023480,2020-11,6/2/2020 9:16,Y, , ,1, ,82000,4,ARSON-2ND DEGREE/SUCCESS,201,N 17TH ST,36, , ,,,904517.3,1018616
20-024519,2020-11,6/7/2020 18:00,Y, , ,1, ,52212,5,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,4260,FOREST PARK,38,VICIA RESTUARANT                                                           ,                                                                                ,4260,FOREST PARK,0,0
20-024568,2020-11,6/8/2020 12:50,Y, , ,1, ,42016,2,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,6621,OLEATHA AVE,9, , ,6621,OLEATHA,876115.9,1007096
20-024580,2020-11,6/8/2020 14:53,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,5300,MINERVA AVE,51, , ,,,885648.1,1030026
20-025283,2020-11,6/12/2020 12:45,Y, , ,1, ,41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4451,FOREST PARK AVE,38, ,@PARKVIEW APTS,4451,FOREST PARK,889537.3,1021388
20-025370,2020-11,6/12/2020 17:45,Y, , ,1, ,43016,6,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,4530,ANDERSON AVE,69, , ,4530,ANDERSON,895556.8,1035943
20-025349,2020-11,6/12/2020 19:26,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4560,N BROADWAY,64, , ,4560,BROADWAY,904935.3,1033944
16-034054,2020-11,6/13/2016 12:28, ,Y, ,-1, ,262100,4,PORNAGRAPHY-PROMOTING,1621,N 1ST ST,64, , ,,,910626.9,1022779
16-034054,2020-11,6/13/2016 12:28,Y, , ,1, ,262100,4,PORNAGRAPHY-PROMOTING,1621,N 1ST ST,64, , ,,,910626.9,1022779
20-025617,2020-11,6/14/2020 3:00,Y, , ,1, ,69703,6,LARCENY-ALL OTH/FRM PRSN/UNDER $500,6100,N BROADWAY,79, , ,4800,PENNSYLVANIA,900675.4,1038325
18-027059,2020-11,6/14/2018 4:50,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,6584,WELLS DR,82, , ,,,878111.9,1020069
20-025773,2020-11,6/15/2020 7:00,Y, , ,1, ,31111,6,ROBBERY-HIGHWAY /FIREARM USED/SUCCESSFUL,4144,E LEXINGTON AVE,56, , ,4144,LEXINGTON,898032.1,1030880
20-031886,2020-11,6/16/2020 1:00,Y, , ,1, ,81000,5,ARSON-1ST DEGREE/SUCCESS,5552,GREER AVE,50, , ,5552,GREER,886477.1,1036201
20-026312,2020-11,6/18/2020 11:18,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4045,GILES AVE,16, , ,4045,GILES,892137,1001687
19-028646,2020-11,6/18/2019 15:15,Y, , ,1, ,161000,5,PROSTITUTION,1500,HAMILTON AVE,50, , ,,,882296.9,1034239
19-028647,2020-11,6/18/2019 15:21,Y, , ,1, ,161000,5,PROSTITUTION,5600,WELLS AVE,78, , ,,,883900.8,1032491
20-026691,2020-11,6/20/2020 17:29,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1331,14TH,61,                                                                           ,                                                                                ,1331,14TH,0,0
20-026691,2020-11,6/20/2020 17:29,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1331,14TH,61,                                                                           ,                                                                                ,1331,14TH,0,0
20-026691,2020-11,6/20/2020 17:29,Y, , ,1, ,41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,1331,14TH,61,                                                                           ,                                                                                ,1331,14TH,0,0
20-026691,2020-11,6/20/2020 17:29, , ,Y,1, ,41021,4,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,1331,14TH,61,                                                                           ,                                                                                ,1331,14TH,0,0
20-026691,2020-11,6/20/2020 17:29, , ,Y,-1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1331,14TH,61,                                                                           ,                                                                                ,1331,14TH,0,0
20-037122,2020-11,6/21/2020 2:00,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",6629,IDAHO AVE,1, , ,6629,IDAHO,889759.1,992260.2
20-026791,2020-11,6/21/2020 8:00,Y, , ,1, ,42015,4,ASSLT-AGGRV-KNIFE/CUT-2ND-ADULT-DOMESTIC,4262,N FLORISSANT AVE,65, , ,,,903474.6,1031757
20-041413,2020-11,6/21/2020 9:30,Y, , ,1, ,21000,1,RAPE -- FORCIBLE,5000,BANCROFT AVE,7, , ,5029,BANCROFT,883468.4,1003802
20-027349,2020-11,6/24/2020 12:00,Y, , ,1, ,41014,4,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,1442,CASS AVE,61, , ,,,906523.9,1021998
20-027349,2020-11,6/24/2020 12:00,Y, , ,1, ,91124,4,"ASSAULT, CHILD, AGE 16 AND UNDR-DOMESTIC",1442,CASS AVE,61, , ,,,906523.9,1021998
20-027464,2020-11,6/24/2020 17:30, , ,Y,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",3944,OLIVE,38,                                                                           ,                                                                                ,3944,OLIVE,0,0
20-027464,2020-11,6/24/2020 17:30, , ,Y,-1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500,3944,OLIVE,38,                                                                           ,                                                                                ,3944,OLIVE,0,0
20-027543,2020-11,6/25/2020 13:00,Y, , ,1, ,41016,5,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,3405,GOODFELLOW BLVD,50, , ,3405,GOODFELLOW,885193.6,1037577
20-027876,2020-11,6/27/2020 8:00,Y, , ,1, ,262300,4,PORNAGRAPHY-PBLIC DSPLAY SEX MATERIALS,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
20-054398,2020-11,6/27/2020 12:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,7410,HALL ST,79, ,@CITY TOW,7410,HALL,899571.8,1044964
20-027989,2020-11,6/28/2020 4:00, , ,Y,-1, ,83000,1,ARSON-KNOWINGLY BURNING/SUCCESS,,GRAVOIS TYROLEAN,4,                                                                           ,ON TYROLEAN                                                                     ,6830,GRAVOIS,0,0
20-028481,2020-11,6/30/2020 19:00,Y, , ,1, ,63701,5,LARCENY-SHOPLIFT UNDER $500,4218,LINDELL BLVD,38,WALGREENS, ,4218,LINDELL,891808.7,1022061
20-039980,2020-11,7/1/2020 0:01, , ,Y,1, ,10000,5,HOMICIDE,5203,,51,                                                                           ,BOARDING HOUSE                                                                  ,5203,WELLS,0,0
20-039980,2020-11,7/1/2020 0:01, , ,Y,-1, ,204100,5,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,5203,,51,                                                                           ,BOARDING HOUSE                                                                  ,5203,WELLS,0,0
20-038125,2020-11,7/1/2019 10:24,Y, , ,1, ,21000,2,RAPE -- FORCIBLE,3700,GRAVOIS AVE,15, ,1ST FL,3740,GRAVOIS,892328.8,1004483
20-028787,2020-11,7/1/2020 22:00, ,Y, ,-1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,3101,OSAGE,16,                                                                           ,                                                                                ,3101,OSAGE,0,0
20-028862,2020-11,7/2/2020 18:36,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500,4475,GANNETT ST,5, , ,4475,GANNETT,885505.4,1002134
20-028914,2020-11,7/3/2020 1:00, ,Y, ,-1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1434,MALLINCKRODT,65,                                                                           ,                                                                                ,1434,MALLINCKRODT,0,0
20-028944,2020-11,7/3/2020 4:30,Y, , ,1, ,21000,4,RAPE -- FORCIBLE,1100,LUMIERE PLACE BLVD,35, ,@HOTEL - AMERICAS BEST VALUE INN ROOM 215,1100,LUMIERE PLACE,909976.2,1019804
20-050244,2020-11,7/3/2020 9:17,Y, , ,1, ,111110,1,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,940,LOUGHBOROUGH AVE,1,GREAT SOUTHERN BANK,GREAT SOUTHERN BANK,940,LOUGHBOROUGH,888710.9,991871.2
20-050898,2020-11,7/3/2020 13:24,Y, , ,1, ,111110,1,FRAUD-BAD CHECK/INSUF FUNDS/OVER $150,940,LOUGHBOROUGH AVE,1, , ,940,LOUGHBOROUGH,888710.9,991871.2
20-029066,2020-11,7/3/2020 21:00,Y, , ,1, ,41016,4,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4206,N GRAND BLVD,67,ECONOMY INN,@HOTEL- ECONOMY INN,4206,GRAND,902337.5,1031732
20-029066,2020-11,7/3/2020 21:00,Y, , ,1, ,41026,4,ASSLT-AGGRAV-FIREARM-3RD-CHILD-DOMESTIC,4206,N GRAND BLVD,67,ECONOMY INN,@HOTEL- ECONOMY INN,4206,GRAND,902337.5,1031732
20-029159,2020-11,7/4/2020 11:15,Y, , ,1, ,41011,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,4760,S SPRING AVE,16, , ,4760,SPRING,890495.9,999135.4
20-052341,2020-11,7/6/2020 0:01,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,300,S GRAND BLVD,37, ,NUISANCE ABATEMENT PROPERTY,300,GRAND,896423.8,1019015
20-029804,2020-11,7/8/2020 13:21,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4513,S KINGSHIGHWAY BLVD,7, ,UPSTAIRS,4513,KINGSHIGHWAY,884288.4,1002933
20-030063,2020-11,7/8/2020 22:00,Y, , ,1, ,263820,4,OBSTRUCT GOVRN OP-PARK ORD VIOL,101,S TUCKER BLVD,35,CITY HALL,GOVERNMENT BUILDING,1200,MARKET,906316.5,1017162
20-030254,2020-11,7/10/2020 14:30,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5417,S GRAND BLVD,3, , ,5417,GRAND,890697.2,996560.9
20-046580,2020-11,7/10/2020 19:00,Y, , ,1, ,69702,3,LARCENY-ALL OTHER UNDER $500,2926,CHEROKEE ST,19, , ,2926,CHEROKEE,896427.9,1005245
20-030316,2020-11,7/11/2020 11:50,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,4406,ITASKA ST,5, , ,4406,ITASKA,886042.6,1001475
20-030357,2020-11,7/11/2020 18:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,TAMM AVE / WELLS DR,82, , ,999,2ND,879202.7,1019466
20-049038,2020-11,7/14/2005 12:00,Y, , ,1, ,21000,2,RAPE -- FORCIBLE,4000,MCREE AVE,28, , ,4018,MCREE,892109.9,1014203
20-030889,2020-11,7/14/2020 15:00,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,5073,THOLOZAN AVE,14, , ,5703,THOLOZAN,883469,1005423
20-033131,2020-11,7/20/2020 13:00, , ,Y,1, ,65711,4,LARCENY-MTR VEH PARTS UNDER $500 /ATTEMPT,,,64,                                                                           ,                                                                                ,,,0,0
20-033131,2020-11,7/20/2020 13:00, , ,Y,-1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,,,64,                                                                           ,                                                                                ,,,0,0
20-032386,2020-11,7/23/2020 2:00, ,Y, ,-1, ,10000,6,HOMICIDE,823,WALL,74,                                                                           ,                                                                                ,823,WALL,0,0
20-032386,2020-11,7/23/2020 2:00,Y, , ,1, ,41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,823,WALL,74,                                                                           ,                                                                                ,823,WALL,0,0
20-049973,2020-11,7/23/2020 17:00,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999",5215,S BROADWAY,17, , ,5215,BROADWAY,894501.4,994689.8
20-053301,2020-11,7/24/2020 12:30,Y, , ,1, ,51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1011,BATES ST,1, , ,1011,BATES,890993.7,995690.1
