Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-021607,2020-05,02/01/2020 16:47,Y, , ,1, , 92000,3,SIMPLE ASSAULT-HARRASSMENT,4049,OREGON AVE,16, , ,4049,OREGON,896251.8,1000833
20-016311,2020-05,02/03/2020 11:35,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5940,GOODFELLOW BLVD,73, , ,5940,GOODFELLOW,890484.7,1049074
19-006546,2020-05,02/11/2019 18:45, , , ,-1, , 71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6175,WESTMINSTER,46, , ,6175,WESTMINSTER,0,0
20-006961,2020-05,02/11/2020 15:00,Y, , ,1, ,183130,4,DRUGS-SALE/HEROIN,1400,SALISBURY ST,65, , ,1400,SALISBURY,906177.1,1029745
20-021284,2020-05,02/12/2020 10:00,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,4509,MIAMI ST,15, , ,4509,MIAMI,886520.9,1005495
20-007102,2020-05,02/12/2020 14:32,Y, , ,1, ,151110,1,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,0,LOUGHBOROUGH AVE / MICHIGAN AV,1, , , , ,890283.1,990773.4
20-021736,2020-05,02/14/2020 08:30,Y, , ,1, , 44025,3,ASLT-AGGRV-HND/FST/FT-2ND-CHILD-DOMESTIC,3451,DUNNICA AVE,16, , ,3451,DUNNICA,893786,1002837
20-016337,2020-05,02/16/2020 07:50,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4505,MCMILLAN AVE,54, , ,4505,MCMILLAN,891120.7,1026735
20-019356,2020-05,02/17/2020 20:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1923,CALIFORNIA AVE,24, , ,1923,CALIFORNIA,898378.9,1012088
20-020408,2020-05,02/18/2020 09:00,Y, , ,1, ,115400,3,STLG BY DECEIT/IDENTITY THEFT REPORT,3225,OREGON AVE,30, , ,3225,OREGON,897117,1006275
20-008120,2020-05,02/18/2020 10:05,Y, , ,1, , 51322,4,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,111,N 15TH ST,36, , ,111,15TH,905308.5,1018077
20-016339,2020-05,02/19/2020 20:36,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,626,N KINGSHIGHWAY BLVD,38, ,@TACO BELL - N KINGSHIGHWAY,626,KINGSHIGHWAY,887855.3,1026074
20-008336,2020-05,02/20/2020 07:30,Y, , ,1, , 51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4227,VIRGINIA AVE,16, ,APT F,4227,VIRGINIA,894099.6,1000044
20-023455,2020-05,02/20/2020 09:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2148,FARRAR ST,65, , ,2148,FARRAR,904122.3,1029294
20-011633,2020-05,02/20/2020 16:01,Y, , ,1, , 51322,3,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,3840,CALIFORNIA AVE,16, , ,3840,CALIFORNIA,896982,1002107
20-019355,2020-05,02/20/2020 20:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,909,AUBERT AVE,53, , ,909,AUBERT,888198.4,1027300
20-009669,2020-05,02/26/2020 20:07,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5430,EMERSON AVE,71, , ,5400,EMERSON,893577.3,1042416
20-016551,2020-05,02/28/2020 12:06,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5358,MAFFITT AVE,50, , ,5358,MAFFITT,887263.3,1034012
20-009884,2020-05,02/28/2020 14:00,Y, , ,1, , 23000,5,RAPE-ATTEMPT FORCIBLE RAPE/FORCIBLE INCEST,3900,LINDELL BLVD,38, , ,700,WASHINGTON,0,0
20-019505,2020-05,02/29/2020 15:45,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3817,S COMPTON AVE,16, , ,3817,COMPTON,894878.3,1002702
20-022583,2020-05,03/01/2020 00:00,Y, , ,1, , 65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,4999,FYLER,0,0
20-020167,2020-05,03/01/2020 00:00,Y, , ,1, , 52322,1,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,4327,GUSTINE AVE,16,STORAGE OF AMERICA, ,4327,GUSTINE,890021.1,1001563
20-019246,2020-05,03/01/2020 00:01,Y, , ,1, , 51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,6316,OAKLAND AVE,42, , ,6316,OAKLAND,879639.8,1018721
20-021499,2020-05,03/01/2020 07:00,Y, , ,1, , 51312,5,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,1232,GOODFELLOW BLVD,48, , ,1232,GOODFELLOW,881781.3,1030969
20-010095,2020-05,03/01/2020 07:15,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1,S BROADWAY,35,HILTON AT THE BALLPARK,HOTEL,1,BROADWAY,908726.1,1016735
20-020476,2020-05,03/01/2020 11:03,Y, , ,1, , 65601,5,"LARCENY-MTR VEH PARTS $500 - $24,999",5610,DR MARTIN LUTHER KING DR,78, , ,5610,DR MARTIN LUTHER KING,883967.8,1032930
20-022565,2020-05,03/01/2020 11:10,Y, , ,1, ,117000,2,FAILURE TO RETURN BORROWED/RENTED VEHICL,1641,S KINGSHIGHWAY BLVD,12, , ,1641,KINGSHIGHWAY,886712.8,1014540
20-022182,2020-05,03/03/2020 00:00,Y, , ,1, , 52322,4,BURGLARY-BUSINESS/UNK TIME/UNLAW ENT/UNOCCUPIE,418,S TUCKER BLVD,35,UHAUL, , , ,906090.9,1016042
20-020027,2020-05,03/05/2020 11:00,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1531,PINE ST,36, , ,1531,PINE,905381.8,1018367
20-010818,2020-05,03/05/2020 14:52,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1176,HOWELL ST,74, , ,1176,HOWELL,894754.4,1051624
20-021997,2020-05,03/05/2020 16:23,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,1117,GRAHAM ST,42, , ,1117,GRAHAM,879738.6,1018072
20-010915,2020-05,03/06/2020 06:50,Y, , ,1, , 65601,4,"LARCENY-MTR VEH PARTS $500 - $24,999",1117,ANGELICA ST,65, , ,1117,ANGELICA,905516.9,1031633
20-020465,2020-05,03/08/2020 10:17,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,5540,PARTRIDGE AVE,72, , ,5540,PARTRIDGE,891869.5,1045661
20-021430,2020-05,03/09/2020 09:52,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4601,MORGANFORD RD,5, , ,4601,MORGANFORD,886993.4,1001873
20-021196,2020-05,03/09/2020 12:00,Y, , ,1, ,115100,6,FRAUD-STEALING BY DECEIT/OVER $150,8540,CONCORD PL,74, , ,8540,CONCORD,897191.1,1050439
20-011687,2020-05,03/10/2020 22:41,Y, , ,1, , 82000,6,ARSON-2ND DEGREE/SUCCESS,5267,ROBIN AVE,72, , ,5267,ROBIN,891121.8,1044088
20-012263,2020-05,03/13/2020 11:40,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2232,S GRAND BLVD,26, , ,2232,GRAND,894488.6,1011215
20-023238,2020-05,03/13/2020 18:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,4000,N GRAND BLVD,67, , ,4000,GRAND,901628,1030565
20-021364,2020-05,03/13/2020 20:20,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,4326,LACLEDE AVE,38, , ,4326,LACLEDE,890855.7,1021240
20-019000,2020-05,03/15/2020 09:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",3757,WILMINGTON AVE,3, , ,3757,WILMINGTON,888740.7,995792.1
20-023155,2020-05,03/15/2020 19:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1133,WASHINGTON AVE,35, ,NUISANCE ABATEMENT PROPERTY,1133,WASHINGTON,907003.4,1019090
20-023162,2020-05,03/16/2020 10:33,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,4430,N 20TH ST,66, , ,4430,20TH,903756,1032752
20-012569,2020-05,03/16/2020 13:05,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,500,CHOUTEAU AVE,34, , ,500,CHOUTEAU,907601.5,1013586
20-022558,2020-05,03/17/2020 08:00,Y, , ,1, , 67701,6,LARCENY-FROM BUILDING UNDER $500,4333,GOODFELLOW BLVD,70, , ,4333,GOODFELLOW,886191.1,1040939
20-020605,2020-05,03/17/2020 18:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6134,VIRGINIA AVE,1, , ,6134,VIRGINIA,891751.2,992911.9
20-019346,2020-05,03/17/2020 18:05,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4140,S BROADWAY,16, ,@WALGREENS - BROADWAY AND GASCONADE,4140,BROADWAY,897819.1,1000267
20-023145,2020-05,03/18/2020 15:44,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1226,MELVIN E COLLINS WALK,61, ,NUSIANCE ABATEMENT PROPERTY,1226,MELVIN E COLLINS,904278.9,1022088
20-012973,2020-05,03/18/2020 15:55,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,921,GEYER AVE,21, , ,921,GEYER,904449.1,1010683
20-022175,2020-05,03/19/2020 16:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,707,KINGSHIGHWAY,51, ,: @MOBIL - 707 N KINGSHIGHWAY,707,KINGSHIGHWAY,0,0
20-021215,2020-05,03/20/2020 08:00,Y, , ,1, , 69702,4,LARCENY-ALL OTHER UNDER $500,2432,N SPRING AVE,59, , ,2432,SPRING,898819.3,1026676
20-021045,2020-05,03/20/2020 16:34,Y, , ,1, , 67711,4,LARCENY-FROM BUILDING UNDER $500/ATTEMPT,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
20-023062,2020-05,03/20/2020 23:00,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",4206,MINNESOTA AVE,17, , ,4206,MINNESOTA,895674,999878.2
20-023142,2020-05,03/21/2020 01:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2129,KISLING LN,63, ,NUISANCE ABATEMENT PROPERTY,2129,KISLING,907893.4,1024382
20-021397,2020-05,03/21/2020 12:00,Y, , ,1, , 65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",5111,SOUTHWEST AVE,12,MODERN LITHO, ,5111,SOUTHWEST,885402.6,1011866
20-013355,2020-05,03/22/2020 14:58,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,1020,LOUGHBOROUGH AVE,1,SCHNUCK S,CARONDOLET NEIGHBORHOOD,1020,LOUGHBOROUGH,888369.9,991903
20-022535,2020-05,03/23/2020 00:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,LOCUST ST / N TUCKER BLVD,35, , , , ,906723.3,1018621
20-018683,2020-05,03/24/2020 18:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,315,N 9TH ST,35,CULINARIA GARAGE,@SCHNUCKS - CULINARIA,315,9TH,907779.2,1018012
20-021868,2020-05,03/25/2020 10:26,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,2853,SEMPLE AVE,50, , ,2853,SEMPLE,886781.9,1034993
20-021046,2020-05,03/25/2020 15:28,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,8309,CHURCH RD,74, , ,8309,CHURCH,896371.1,1048493
20-023176,2020-05,03/26/2020 05:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3622,PAGE BLVD,77, ,@EBONY MOTEL,3622,PAGE,897824.8,1024131
20-023223,2020-05,03/26/2020 09:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1423,N 19TH ST,61, ,NUISANCE ABATEMENT PROPERTY,1423,19TH,904841.9,1022961
20-016558,2020-05,03/26/2020 12:26,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",3049,CHOUTEAU AVE,37,NIES AN RRD COMPANY, ,3049,CHOUTEAU,898012.9,1016579
20-018567,2020-05,03/26/2020 16:00,Y, , ,1, , 64711,3,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,3536,MAGNOLIA AVE,25, , ,3536,MAGNOLIA,894328.8,1009571
20-013991,2020-05,03/27/2020 18:01,Y, , ,1, , 91113,3,SIMPLE ASSAULT-ADULT/NO INJURY,3412,MIAMI ST,19, , , , ,894382.3,1004225
20-014016,2020-05,03/27/2020 21:14,Y, , ,1, ,241100,1,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,5019,ULENA AVE,5, , ,5019,ULENA,889410.1,998676.6
20-023219,2020-05,03/28/2020 17:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1423,N 19TH ST,61, ,NUISANCE ABATEMENT PROPERTY,1423,19TH,904841.9,1022961
20-022348,2020-05,03/29/2020 07:00,Y, , ,1, ,112020,2,FRAUD-CREDIT DEVICE/UNDER $150,3158,ALFRED AVE,15, , ,3158,ALFRED,887894.8,1008509
20-014206,2020-05,03/29/2020 08:45,Y, , ,1, , 41014,3,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,2614,S 11TH ST,21, , ,2614,11TH,902802.2,1007952
20-019518,2020-05,03/31/2019 08:00,Y, , ,1, , 69702,6,LARCENY-ALL OTHER UNDER $500,600,JACKSON ST,74, , ,600,JACKSON,898443.9,1052960
20-021073,2020-05,03/31/2020 00:01,Y, , ,1, , 67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4949,BARNES JEWISH HOSPITAL PLZ,38, , ,4949, ,887396.8,1020150
20-019499,2020-05,03/31/2020 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,3813,KOSSUTH AVE,67, , ,3813,KOSSUTH,900529.2,1031870
20-019313,2020-05,04/01/2020 00:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,5436,BLOW ST,6, , ,5427,HOLLY HILLS,879146.4,997401.6
20-020161,2020-05,04/01/2020 08:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4927,S KINGSHIGHWAY BLVD,7, , ,4927,KINGSHIGHWAY,884071.6,1001923
20-019891,2020-05,04/01/2020 11:45,Y, , ,1, , 67601,3,"LARCENY-FROM BUILDING $500 - $24,999",1309,SHENANDOAH AVE,21, , ,1309,SHENANDOAH,902498.6,1009814
20-014621,2020-05,04/01/2020 12:04,Y, , ,1, ,263299,1,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,6129,MICHIGAN AVE,1, , ,6127,MICHIGAN,891986.5,992847.1
20-014640,2020-05,04/01/2020 14:50, , , ,-1, , 38111,6,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL, , ,68, , , , ,0,0
20-020035,2020-05,04/01/2020 16:29,Y, , ,1, ,264100,2,HEALTH-SANITATION VIOL,3235,IVANHOE AVE,9, , ,3235,IVANHOE,876172.8,1009129
20-014691,2020-05,04/01/2020 21:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,HAMILTON AVE / HIGHLAND AVE,50, , , , ,883028.4,1035537
20-021903,2020-05,04/02/2020 13:05,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,5817,DR MARTIN LUTHER KING DR,50, , ,5817,DR MARTIN LUTHER KING,882973.1,1033909
20-014765,2020-05,04/02/2020 15:59,Y, , ,1, ,183130,6,DRUGS-SALE/HEROIN,7557,HALL ST,74, ,PICK AND PULL,7557,HALL,898564.8,1045187
20-021051,2020-05,04/03/2020 00:01,Y, , ,1, , 73313,1,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,4670,S SPRING AVE,16, , ,4670,SPRING,890690.6,999312.3
20-014903,2020-05,04/03/2020 15:33,Y, , ,1, , 64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",6455,MANCHESTER AVE,43, , ,6455,MANCHESTER,878450.1,1015037
20-020526,2020-05,04/03/2020 17:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,2925,OLIVE ST,37, , ,2925,OLIVE,899909.7,1020149
20-015046,2020-05,04/04/2020 22:12, , , ,-1, , 52212,3,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3654,GRAND,19,BASIC,BLACK ALCOHOL/DRUG INFORMATION CENTE,3654,GRAND,0,0
20-015117,2020-05,04/05/2020 20:43,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3747,IOWA AVE,19, ,@SWB OLIVE WORK CENTERAPT B,3737,OLIVE,897477.3,1003277
20-015134,2020-05,04/05/2020 22:30, , , ,-1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1726,COCHRAN,61, , ,1726,COCHRAN,0,0
20-015176,2020-05,04/06/2020 11:43,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3725,PENNSYLVANIA AVE,19, , ,3725,PENNSYLVANIA,895945.1,1003129
20-019296,2020-05,04/06/2020 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,5834,LILLIAN AVE,72, , ,5834,LILLIAN,889161.9,1043452
20-019249,2020-05,04/06/2020 19:47,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1220,S 9TH ST,34, , ,1220,9TH,906328.9,1012990
20-015517,2020-05,04/07/2020 11:30,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5700,PAGE BLVD,78, , ,5700,PAGE,0,0
20-015321,2020-05,04/07/2020 12:51,Y, , ,1, , 41011,4,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,GAMBLE ST / GLASGOW AVE,59, , , , ,900892.4,1022512
20-015446,2020-05,04/07/2020 21:00, , , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,8717,BROADWAY,2, , ,8717,BROADWAY,0,0
20-015446,2020-05,04/07/2020 21:00, , , ,-1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,8717,BROADWAY,2, , ,8717,BROADWAY,0,0
20-019509,2020-05,04/07/2020 21:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3182,S GRAND BLVD,25, , ,3182,GRAND,893829,1007322
20-015377,2020-05,04/07/2020 21:30, , , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,851,SKINKER,48,TACO BELL,: @TACO BELL - SKINKER,851,SKINKER,0,0
20-015377,2020-05,04/07/2020 21:30, , , ,-1, , 52212,5,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,851,SKINKER,48,TACO BELL,: @TACO BELL - SKINKER,851,SKINKER,0,0
20-022358,2020-05,04/08/2020 18:45,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,2533,SULLIVAN AVE,60, , ,2533,SULLIVAN,903227.7,1027702
20-022359,2020-05,04/09/2020 17:49,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,2533,SULLIVAN AVE,60, , ,2533,SULLIVAN,903227.7,1027702
20-015652,2020-05,04/09/2020 21:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5169,MAPLE AVE,51, , ,5169,MAPLE,886381.2,1029162
20-015684,2020-05,04/10/2020 06:55,Y, , ,1, ,130000,1,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,KOELN AVE / VERMONT AVE,2, , , , ,888303.9,989593.4
20-020312,2020-05,04/10/2020 10:00,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,KRAFT ST / W PARK AVE,44, , , , ,877091.9,1017532
20-020123,2020-05,04/10/2020 12:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5834,SELBER CT,50, , ,5834,SELBER,885088.8,1037930
20-021205,2020-05,04/10/2020 13:00,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,5631,HILLER PL,76, , ,5631,HILLER,890681.1,1046819
20-016014,2020-05,04/10/2020 15:30, , , ,1, , 64711,5,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,1514,ACADEMY,51,SOUTH PARKING LOT, ,1500,ACADEMY,0,0
20-016014,2020-05,04/10/2020 15:30, , , ,-1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1514,ACADEMY,51,SOUTH PARKING LOT, ,1500,ACADEMY,0,0
20-015820,2020-05,04/10/2020 22:00, , , ,-1, , 67701,5,LARCENY-FROM BUILDING UNDER $500, , ,58, , , , ,0,0
20-020073,2020-05,04/11/2020 12:00,Y, , ,1, ,117000,3,FAILURE TO RETURN BORROWED/RENTED VEHICL,3450,RUSSELL AVE,26, , ,3450,RUSSELL,895163.4,1011992
20-015866,2020-05,04/11/2020 19:00,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3700,UNION BLVD,70, ,CROWN FOOD MART, , ,889231.6,1036274
20-020895,2020-05,04/11/2020 19:00,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,2533,E SULLIVAN AVE,60, , ,2533,SULLIVAN,903350.2,1027564
20-021994,2020-05,04/12/2020 16:55,Y, , ,1, ,264100,4,HEALTH-SANITATION VIOL,1117,NORTH PARK PL,65, , ,1117,NORTH PARK,905790.6,1031028
20-019049,2020-05,04/12/2020 21:00,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,1706,GRAPE AVE,73, , ,1708,GRAPE,892417.5,1050446
20-016092,2020-05,04/13/2020 17:30,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1312,RUTGER ST,33, , ,1312,RUTGER,904517.9,1013318
