Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-006574,2020-10,2/9/2020 11:00,Y, , ,1, ,41014,5,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,5622,COTE BRILLIANTE AVE,50, ,RESIDENCE/ HOME,5622,COTE BRILLIANTE,884478.9,1033596
20-007143,2020-10,2/11/2020 9:00, ,Y, ,-1, ,71030,3,AUTO THEFT-PERM RETNT/JOY RIDE,2312,13TH,21,                                                                           ,                                                                                ,2312,13TH,0,0
20-048567,2020-10,2/20/2020 9:26,Y, , ,1, ,115400,1,STLG BY DECEIT/IDENTITY THEFT REPORT,4222,IOWA AVE,17, , ,4222,IOWA,896921.3,999649.3
20-011138,2020-10,3/7/2020 12:30,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3425,MERAMEC ST,16, , ,,,893668.3,1000518
20-011204,2020-10,3/7/2020 21:53,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,5228,GRESHAM AVE,6, , ,5228,GRESHAM,881114.3,997989.4
20-011270,2020-10,3/8/2020 11:00, ,Y, ,-1, ,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",2609,RAUSCHENBACH,60,                                                                           ,                                                                                ,2609,RAUSCHENBACH,0,0
20-011642,2020-10,3/10/2020 16:00, ,Y, ,-1, ,43016,3,ASSLT-AGGRAV-OTH-WPN-3RD-ADULT-DOMESTIC,1000,9TH,34,                                                                           ,                                                                                ,1000,9TH,0,0
20-011792,2020-10,3/11/2020 14:20,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",0,N EUCLID AVE / LABADIE AVE,55, , ,,,890865.9,1033134
20-024902,2020-10,3/19/2020 0:01,Y, , ,1, ,204100,5,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,5078,PAGE BLVD,51, , ,5078,PAGE,887294.8,1029199
20-045884,2020-10,4/9/2020 12:00,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2916,UNION BLVD,52, , ,2916,UNION,888425.2,1034573
19-016122,2020-10,4/12/2019 6:26, ,Y, ,-1, ,52130,5,BURGLARY-BUSINESS/DAY/ATTEMPT FORCIBLE ENTRY,305,VANDEVENTER,38,RALLY`S                                                                    ,                                                                                ,305,VANDEVENTER,0,0
20-018790,2020-10,5/3/2020 17:00,Y, , ,1, ,41014,1,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,342,HURCK ST,2, , ,342,HURCK,886864.1,987149.8
20-019803,2020-10,5/10/2020 16:00,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3250,MICHIGAN AVE,30, ,RESIDENCE/HOME,3259,UTAH,895956.9,1006211
20-045170,2020-10,5/11/2019 12:30,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,4009,MCDONALD AVE,15, , ,4009,MCDONALD,890579.5,1006506
20-044652,2020-10,5/13/2020 9:00,Y, , ,1, ,204100,1,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,5750,FINKMAN ST,6, , ,5750,FINKMAN,879142.7,998939.9
20-020380,2020-10,5/14/2020 16:40,Y, , ,1, ,42016,5,ASSLT-AGGRV-KNIFE/CUT-3RD-ADULT-DOMESTIC,5863,SELBER CT,50, ,APT 1D,5863,SELBER,884828.9,1038087
20-048835,2020-10,5/20/2020 4:00,Y, , ,1, ,67701,1,LARCENY-FROM BUILDING UNDER $500,4359,TAFT AVE,5, , ,4359,TAFT,886698.6,1002870
20-022075,2020-10,5/25/2020 19:25,Y, , ,1, ,41012,1,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,4320,CHIPPEWA ST,5, , ,4320,CHIPPEWA,887453.9,1003850
20-046740,2020-10,5/26/2020 6:06,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-022792,2020-10,5/29/2020 20:17,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5200,ALABAMA AVE,1, ,REAR,5200,ALABAMA,892721.6,995955.3
20-023301,2020-10,6/1/2020 23:20,Y, , ,1, ,83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,0,S 10TH ST / SPRUCE ST,35, , ,,,906905.9,1016099
20-046788,2020-10,6/1/2020 19:00,Y, , ,1, ,69602,1,"LARCENY-ALL OTHER $500 - $24,999",4550,GUSTINE AVE,16, , ,4550,GUSTINE,890255.3,1000104
20-023406,2020-10,6/1/2020 23:30,Y, , ,1, ,72130,1,AUTO THEFT-TRUCK/PERM RETNT/JOY RIDE,3631,MERAMEC,16,                                                                           ,                                                                                ,3631,MERAMEC,0,0
20-024070,2020-10,6/2/2020 0:01, ,Y, ,-1, ,51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,7701,VIRGINIA,2,                                                                           ,                                                                                ,7701,VIRGINIA,0,0
20-023554,2020-10,6/2/2020 14:24,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,TUCKER BLVD,62, , ,,,0,0
20-026221,2020-10,6/3/2020 19:00, ,Y, ,-1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,,,69,                                                                           ,                                                                                ,,,0,0
20-024151,2020-10,6/3/2020 23:00,Y, , ,1, ,91114,6,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",8518,CHURCH RD,74, , ,230,SPENCER,896375.1,1049467
20-046745,2020-10,6/6/2020 16:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-046208,2020-10,6/6/2020 19:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2607,GRAVOIS AVE,24, , ,2607,GRAVOIS,899242.4,1009280
20-045586,2020-10,6/6/2020 0:01,Y, , ,1, ,204100,4,FAMILY & CHILD CRIME-ENDANGR WELF CHILD,4401,STRODTMAN PL,66, , ,4647,ELMBANK,903418.2,1032279
20-024450,2020-10,6/7/2020 21:46,Y, , ,1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,6100,ALABAMA AVE,1, , ,6100,ALABAMA,891339.6,993597.5
20-046216,2020-10,6/7/2020 16:45,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2600,CHOUTEAU AVE,31, ,@QT - JEFFERSON / CHOUTEAU,2600,CHOUTEAU,900507.7,1015458
20-024970,2020-10,6/10/2020 19:20,Y, , ,1, ,41021,6,AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE,4814,SAN FRANCISCO AVE,69, , ,4830,SAN FRANCISCO,892902.9,1034838
20-024970,2020-10,6/10/2020 19:20,Y, , ,1, ,41014,6,ASSLT-AGGRAV-FIREARM-1ST-ADULT-DOMESTIC,4814,SAN FRANCISCO AVE,69, , ,4830,SAN FRANCISCO,892902.9,1034838
20-046558,2020-10,6/11/2020 12:00,Y, , ,1, ,115400,6,STLG BY DECEIT/IDENTITY THEFT REPORT,4123,W LEE AVE,68, , ,4123,LEE,898415.8,1033568
20-046560,2020-10,6/12/2020 15:00,Y, , ,1, ,69602,2,"LARCENY-ALL OTHER $500 - $24,999",3172,MORGANFORD RD,15, , ,3172,MORGANFORD,888444.7,1008089
20-025623,2020-10,6/14/2020 11:40,Y, , ,1, ,83000,4,ARSON-KNOWINGLY BURNING/SUCCESS,,,35,                                                                           ,                                                                                ,,,0,0
20-025803,2020-10,6/15/2020 13:00,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3648,BATES,3,                                                                           ,                                                                                ,3648,BATES,0,0
20-048603,2020-10,6/17/2020 8:00,Y, , ,1, ,71013,5,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,900,GOODFELLOW BLVD,48, , ,900,GOODFELLOW,881307.6,1028828
20-026483,2020-10,6/19/2020 9:30,Y, , ,1, ,31421,4,ROBBERY-HIGHWAY /STRNGARM/NO INJ/SUCCESS,3317,N FLORISSANT AVE,65, , ,3317,FLORISSANT,904714.9,1028126
20-046749,2020-10,6/19/2020 7:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-048562,2020-10,6/19/2020 19:50,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
18-030458,2020-10,6/20/2018 8:00,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",7600,HALL ST,79,ST. LOUIS MEDIUM SECURITY INSTITUTION, ,,,899461.2,1045874
20-048570,2020-10,6/20/2020 16:27,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-026841,2020-10,6/21/2020 6:00,Y, , ,1, ,21000,4,RAPE -- FORCIBLE,2519,HEBERT ST,60, , ,2507,PARNELL,903497.4,1027973
20-027714,2020-10,6/26/2020 14:54,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,6750,IDAHO AVE,1, , ,6750,IDAHO,889330,991527.1
20-028413,2020-10,6/29/2020 4:00, ,Y, ,-1, ,71030,2,AUTO THEFT-PERM RETNT/JOY RIDE,5911,SOUTHWEST,13,ISLAMIC FOUNDATION OF ST. LOUIS/HOUSE OF GOODS                             ,                                                                                ,5911,SOUTHWEST,0,0
20-048575,2020-10,6/30/2020 10:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-003628,2020-10,7/1/2019 12:00, , ,Y,1, ,21000,2,RAPE -- FORCIBLE,6609,MARQUETTE,9,                                                                           ,                                                                                ,3290,WATSON,0,0
20-003628,2020-10,7/1/2019 12:00, , ,Y,-1, ,179210,2,SEX OFFNS-CHILD MOLESTATION-FIRST DEGREE,6609,MARQUETTE,9,                                                                           ,                                                                                ,3290,WATSON,0,0
20-048621,2020-10,7/1/2020 15:00,Y, , ,1, ,65701,1,LARCENY-MTR VEH PARTS UNDER $500,4700,ADKINS AVE,5, , ,4700,ADKINS,887942.5,1000532
20-045549,2020-10,7/1/2020 8:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1446,CASS AVE,61, ,NUISANCE ABATEMENT PROPERTY,1446,CASS,906523.9,1021998
20-047996,2020-10,7/2/2014 9:08,Y, , ,1, ,263899,4,OBSTRUCT GOVRN OP-OTHR UNSPC GOV REG VIOL,1915,OLIVE ST,36, ,@HEADQUARTERS,1915,OLIVE,903703.7,1019090
20-045252,2020-10,7/2/2020 23:45,Y, , ,1, ,121000,5,EMBEZZLEMENT-VALUE OVER $150,5050,HIGHLAND AVE,52, , ,5050,HIGHLAND,888888.9,1032332
20-045540,2020-10,7/3/2020 3:09,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,219,CASS AVE,64, ,NUISANCE ABATEMENT PROPERTY,219,CASS,910262.1,1021899
20-033283,2020-10,7/4/2020 9:13,Y, , ,1, ,69702,1,LARCENY-ALL OTHER UNDER $500,4601,RIDGEWOOD AVE,5, , ,4601,RIDGEWOOD,885431.2,1002337
20-045392,2020-10,7/4/2020 20:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,607,N GRAND BLVD,77, ,NUISANCE ABATEMENT PROPERTY,607,GRAND,896930.7,1021874
20-029135,2020-10,7/4/2020 6:20,Y, , ,1, ,43015,6,ASSLT-AGGRAV-OTH-WPN-2ND-ADULT-DOMESTIC,5225,GENEVIEVE AVE,72, , ,4959,THRUSH,891597.6,1042727
20-029317,2020-10,7/5/2020 15:28,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,4242,S 38TH ST,16, , ,4242,38TH,892345.9,1001162
20-045916,2020-10,7/6/2020 16:57,Y, , ,1, ,264100,5,HEALTH-SANITATION VIOL,2800,SEMPLE AVE,50, , ,2800,SEMPLE,886737.1,1034443
20-045772,2020-10,7/7/2020 11:38,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,4966,WREN AVE,72, , ,4966,WREN,890065.4,1042673
20-048733,2020-10,7/8/2020 8:00,Y, , ,1, ,115400,2,STLG BY DECEIT/IDENTITY THEFT REPORT,2931,ELLENDALE AVE,10, , ,2931,ELLENDALE,874099.4,1011230
20-045384,2020-10,7/8/2020 15:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,111,N 15TH ST,36, ,NUISANCE ABATEMENT PROPERTY,111,15TH,905308.5,1018077
20-030155,2020-10,7/10/2020 16:05,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3656,MERAMEC ST,16, , ,,,892772.1,1000678
20-043284,2020-10,7/10/2020 14:40,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4734,ROSA AVE,6, , ,4734,ROSA,883410.2,999747.7
20-045381,2020-10,7/10/2020 11:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,705,COLE ST,62, ,NUISANCE ABATEMENT PROPERTY,705,COLE,908962.1,1019913
20-045340,2020-10,7/13/2020 18:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,205,N 9TH ST,35, ,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
20-045347,2020-10,7/13/2020 18:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1000,WASHINGTON AVE,35, ,NUISANCE ABATEMENT PROPERTY,1000,WASHINGTON,907483,1018737
20-045333,2020-10,7/14/2020 22:54,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1424,N. 9TH,62, ,NUISANCE ABATEMENT PROPERTY,1424,9TH,0,0
20-046555,2020-10,7/14/2020 20:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,111,N 15TH ST,36, ,NUISANCE ABATEMENT PROPERTY,111,15TH,905308.5,1018077
20-048919,2020-10,7/15/2020 2:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1461,PRESERVATION PL,61, ,NUISANCE ABATEMENT PROPERTY,1461,PRESERVATION,906623.3,1022083
20-049097,2020-10,7/15/2020 2:39,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3123,BRANTNER PL,59, ,NUISANCE ABATEMENT PROPERTY,3123,BRANTNER,899255.6,1024049
20-049086,2020-10,7/15/2020 19:25,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,605,N GRAND BLVD,77, ,NUISANCE ABATEMENT PROPERTY,605,GRAND,896964.3,1021804
20-046591,2020-10,7/17/2019 0:00,Y, , ,1, ,65701,0,LARCENY-MTR VEH PARTS UNDER $500,0,UNKNOWN,0, , ,225,BATES,0,0
20-034658,2020-10,7/17/2020 15:03,Y, , ,1, ,92000,4,SIMPLE ASSAULT-HARRASSMENT,1114,MARKET ST,35, ,@DISTRICT COURT,1114,MARKET,906569.1,1017219
20-048930,2020-10,7/17/2020 3:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,815,N LEONARD,77, ,NUISANCE ABATEMENT PROPERTY,815,LEONARD,0,0
20-048977,2020-10,7/17/2020 19:20,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2205,ANGELICA ST,65, ,NUISANCE ABATEMENT PROPERTY,2205,ANGELICA,903313.7,1030698
20-048973,2020-10,7/18/2020 19:25,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4018,PECK ST,67, ,NUISANCE ABATEMENT PROPERTY,4018,PECK,901816.9,1030392
20-048941,2020-10,7/18/2020 12:59,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3114,FRANKLIN AVE,59, ,NUISANCE ABATEMENT PROPERTY,3114,FRANKLIN,899509.6,1021943
20-046578,2020-10,7/18/2020 9:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,110,N 17TH ST,36, ,NUISANCE ABATEMENT PROPERTY,110,17TH,904545.1,1018315
20-031972,2020-10,7/20/2020 14:00,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3456,KEOKUK ST,16, , ,3456,KEOKUK,893657.6,1002332
20-046799,2020-10,7/22/2020 8:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,205,N 9TH ST,35, ,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
20-046595,2020-10,7/22/2020 2:48,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1019,N 11TH ST,35, ,NUISANCE ABATEMENT PROPERTY,1019,11TH,907715.5,1020228
20-045782,2020-10,7/23/2020 4:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,3431,UNION BLVD,50,BRENTWOOD POLICE DEPARTMENT,@SCHNUCKS - CITY PLAZA ON UNION,,,888884.8,1036000
20-048951,2020-10,7/24/2020 1:50,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,904,S VANDEVENTER AVE,37, ,@QT - VANDEVENTER / CHOUTEAU,904,VANDEVENTER,892624.1,1017847
20-048604,2020-10,7/26/2020 13:40,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-037494,2020-10,7/26/2020 7:53,Y, , ,1, ,73413,4,AUTO THEFT-OTHR VEH/PERM RETNT/UNRECOV OVER 48,725,N 23RD ST,36, , ,725,23RD,902495.8,1020449
20-037494,2020-10,7/26/2020 7:53,Y, , ,1, ,73430,4,AUTO THEFT-OTHR VEH/PERM RETNT/JOY RIDE,725,N 23RD ST,36, , ,725,23RD,902495.8,1020449
20-033290,2020-10,7/27/2020 7:00, ,Y, ,-1, ,71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,4720,BROADWAY,17,                                                                           ,                                                                                ,4720,BROADWAY,0,0
20-033175,2020-10,7/27/2020 11:30,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1015,LOCUST ST,35, ,SIDE WALK,1015,LOCUST,907358.9,1018534
20-046792,2020-10,7/27/2020 14:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,110,N 17TH ST,36, ,NUISANCE ABATEMENT PROPERTY,110,17TH,904545.1,1018315
20-036596,2020-10,7/29/2020 12:15,Y, , ,1, ,92000,5,SIMPLE ASSAULT-HARRASSMENT,308,CLARA AVE,47, ,@HQ,1915,OLIVE,882332.1,1025263
20-046059,2020-10,7/29/2020 16:02,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3751,S JEFFERSON AVE,19, , ,3751,JEFFERSON,898162.7,1002525
20-048922,2020-10,7/29/2020 12:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1451,PRESERVATION PL,61, ,NUISANCE ABATEMENT PROPERTY,1451,PRESERVATION,906523.9,1021998
20-034446,2020-10,7/29/2020 6:47,Y, , ,1, ,263141,2,OBSTRUCT GOVRN OP-IMPERSONATION/FALSE,6752,WALSH ST,8, , ,6752,WALSH,874857.4,1001409
20-034332,2020-10,7/31/2020 16:45, ,Y, ,-1, ,71013,3,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,,,20,                                                                           ,                                                                                ,,,0,0
20-044919,2020-10,8/1/2020 12:00,Y, , ,1, ,64701,5,LARCENY-FROM MTR VEH UNDER $500,2833,ARLINGTON AVE,50, , ,2833,ARLINGTON,887055,1034618
20-046600,2020-10,8/1/2020 12:00,Y, , ,1, ,71013,6,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,W FLORISSANT AVE / SHREVE AVE,71, , ,,,896608.6,1039074
20-034511,2020-10,8/4/2020 11:35,Y, , ,1, ,31421,6,ROBBERY-HIGHWAY /STRNGARM/NO INJ/SUCCESS,5023,NATURAL BRIDGE AVE,70,LEES CHICKEN,@LEES CHICKEN - NATURAL BRIDGE,,,890915.8,1035285
20-048683,2020-10,8/5/2020 17:00,Y, , ,1, ,67601,1,"LARCENY-FROM BUILDING $500 - $24,999",7325,PARKVIEW DR,6, , ,7325,PARKVIEW,878787.7,995446.2
20-046825,2020-10,8/5/2020 8:30,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,4718,SOUTH GRAND,16, , ,4718,SOUTH GRAND,0,0
20-048933,2020-10,8/6/2019 12:00,Y, , ,1, ,115400,5,STLG BY DECEIT/IDENTITY THEFT REPORT,5269,VERNON AVE,51, , ,5269,VERNON,885298.2,1028951
20-049273,2020-10,8/6/2020 1:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,205,N 9TH ST,35, ,@MARK TWAIN HOTEL,205,9TH,907619.9,1017799
20-045233,2020-10,8/7/2020 10:00,Y, , ,1, ,264100,1,HEALTH-SANITATION VIOL,5190,GOETHE AVE,6, , ,5190,GOETHE,881571.8,999972.3
20-035357,2020-10,8/7/2020 14:13,Y, , ,1, ,66601,1,"LARCENY-BICYCLES $500 - $24,999",5606,ARENDES DR,3, , ,,,889110.5,996700.6
20-035297,2020-10,8/9/2020 3:20,Y, , ,1, ,211000,4,DUI-DRVING WHILE INTOXICATED,0,N TUCKER BLVD / WASHINGTON AVE,35, , ,,,906851.2,1019079
20-049109,2020-10,8/10/2020 11:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1500,OLIVE ST,36, ,NUISANCE ABATEMENT PROPERTY,1500,OLIVE,905442.8,1018627
20-047695,2020-10,8/10/2020 12:00,Y, , ,1, ,112010,5,FRAUD-CREDIT DEVICE/OVER $150,5312,MAPLE AVE,49, , ,5312,MAPLE,885036.9,1029017
20-037173,2020-10,8/10/2020 9:00,Y, , ,1, ,41016,5,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,5740,GREER AVE,50, , ,5740,GREER,885127.3,1036780
20-035758,2020-10,8/11/2020 21:00,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7863,BANDERO DR,1, ,APARTMENT COMPLEX,7863,BANDERO,886197.3,989867
20-048608,2020-10,8/13/2020 11:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-044364,2020-10,8/13/2020 15:00,Y, , ,1, ,115100,2,FRAUD-STEALING BY DECEIT/OVER $150,1030,HIGHLANDS PLAZA DR E,41, , ,1030,HIGHLANDS PLAZA,882600.4,1018327
