Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-000092,2020-01,01/01/2020 00:28,Y, , ,1, , 67601,4,"LARCENY-FROM BUILDING $500 - $24,999",999,N 2ND ST,35,LUMIERE CASINO, ,999,2ND,910439.8,1019433
20-000047,2020-01,01/01/2020 00:30,Y, , ,1, , 64701,6,LARCENY-FROM MTR VEH UNDER $500,4128,N TAYLOR AVE,69, , ,4128,TAYLOR,895356.1,1034973
20-000058,2020-01,01/01/2020 00:30,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,1856,CASS AVE,61, , ,1861,CASS,905088.9,1022929
20-000403,2020-01,01/01/2020 00:32,Y, , ,1, ,152200,6,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3224,N TAYLOR AVE,56, , ,3224,TAYLOR,894244.4,1032412
20-000470,2020-01,01/01/2020 00:38,Y, , ,1, ,152200,3,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3615,IOWA AVE,19, , ,3615,IOWA,897368.8,1003661
20-000163,2020-01,01/01/2020 01:00,Y, , ,1, , 21000,2,RAPE -- FORCIBLE,6000,ARTHUR AVE,9, , ,6000,ARTHUR,0,0
20-000065,2020-01,01/01/2020 01:00,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4111,OREGON AVE,16, , ,4111,OREGON,896205.9,1000550
20-000007,2020-01,01/01/2020 01:00,Y, , ,1, , 51211,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/OCCUPIED,5914,HORTON PL,48, , ,5914,HORTON,880171.1,1029983
20-001127,2020-01,01/01/2020 01:06,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3535,GOODFELLOW BLVD,50, , ,3535,GOODFELLOW,885029.4,1038336
20-000012,2020-01,01/01/2020 01:20,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3500,S SPRING AVE,15, , ,3908,PARKER,892480.9,1005233
20-000012,2020-01,01/01/2020 01:20,Y, , ,1, , 41013,2,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,3500,S SPRING AVE,15, , ,3908,PARKER,892480.9,1005233
20-000074,2020-01,01/01/2020 01:30,Y, , ,1, , 72113,2,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,6216,WINONA AVE,8, , ,6216,WINONA,878219.9,1004649
20-000551,2020-01,01/01/2020 01:30,Y, , ,1, , 71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,1600,LOCUST ST,36, , ,1600,LOCUST,905006.6,1018954
20-000033,2020-01,01/01/2020 01:35,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,901,SPRUCE ST,35, ,@FLYING SAUCER,900,SPRUCE,907196.8,1016015
20-000016,2020-01,01/01/2020 01:45,Y, , ,1, ,211000,3,DUI-DRVING WHILE INTOXICATED,0,CHOUTEAU AVE / S GRAND BLVD,31, , , , ,895428.6,1016901
20-000028,2020-01,01/01/2020 02:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5032,DURANT AVE,71, , ,5032,DURANT,893055.2,1039628
20-000146,2020-01,01/01/2020 02:00,Y, , ,1, , 64601,6,"LARCENY-FROM MTR VEH $500 - $24,999",4489,PENROSE ST,69, , ,4489,PENROSE,895763.8,1035347
20-000015,2020-01,01/01/2020 02:00,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",4623,ALASKA AVE,16, , ,4623,ALASKA,893091.6,998194.6
20-000017,2020-01,01/01/2020 02:07,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,945,HAMILTON AVE,48, , , , ,880319.9,1029176
20-000023,2020-01,01/01/2020 02:15,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3708,OSCEOLA ST,16, , ,3708,OSCEOLA,892101.1,999999.3
20-000018,2020-01,01/01/2020 02:15,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,E GRAND AVE / I 70 WESTBOUND,66, , , , ,904661.3,1034060
20-000282,2020-01,01/01/2020 02:17,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,1515,N KINGSHIGHWAY BLVD,52, , ,1515,KINGSHIGHWAY,887936,1031116
20-000024,2020-01,01/01/2020 02:20,Y, , ,1, , 51212,5,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,4444,DELMAR BLVD,38, , ,4444,DELMAR,890995.5,1025359
20-000030,2020-01,01/01/2020 02:40,Y, , ,1, , 10000,6,HOMICIDE,5470,GENEVIEVE AVE,72, , ,5406,GENEVIEVE,892799.8,1043342
20-000021,2020-01,01/01/2020 02:43,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5937,JULIAN AVE,48, ,BEDROOM,5937,JULIAN,880741,1032146
20-000021,2020-01,01/01/2020 02:43,Y, , ,1, , 43012,5,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,5937,JULIAN AVE,48, ,BEDROOM,5937,JULIAN,880741,1032146
20-000022,2020-01,01/01/2020 02:47,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3847,PAGE BLVD,77, , ,3847,PAGE,896631.4,1025093
20-000122,2020-01,01/01/2020 03:00,Y, , ,1, , 21000,1,RAPE -- FORCIBLE,100,EICHELBERGER ST,17, , ,100,EICHELBERGER,0,0
20-000059,2020-01,01/01/2020 03:00,Y, , ,1, , 71013,4,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,1014,LOCUST ST,35, , ,1014,LOCUST,907293.9,1018316
20-001118,2020-01,01/01/2020 03:01,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5853,HIGHLAND AVE,50, , ,5853,HIGHLAND,883471.6,1035419
20-000031,2020-01,01/01/2020 03:10,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,1000,WASHINGTON AVE,35, , ,1000,WASHINGTON,907483,1018737
20-000026,2020-01,01/01/2020 03:10,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,CHRISTY BLVD / S KINGSHIGHWAY,6, , , , ,884055.6,1001854
20-000273,2020-01,01/01/2020 03:20,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4752,SAINT LOUIS AVE,55, , ,4752,ST LOUIS,891709.4,1032242
20-000269,2020-01,01/01/2020 03:39,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,160,N KINGSHIGHWAY BLVD,55, , ,1600,KINGSHIGHWAY,888534,1030736
20-000034,2020-01,01/01/2020 03:43,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2760,BACON ST,59, , ,2760,BACON,900077.3,1027035
20-000035,2020-01,01/01/2020 04:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,N KINGSHIGHWAY BLVD / LEAHY AV,71, , , , ,894236.1,1039839
20-000044,2020-01,01/01/2020 04:30,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,374,S GRAND BLVD,37, ,THE ICON,374,GRAND,895980.2,1018849
20-000277,2020-01,01/01/2020 04:30,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,3810,KEOKUK ST,16, , ,3810,KEOKUK,891497.8,1002535
20-000261,2020-01,01/01/2020 04:45,Y, , ,1, ,152200,5,WEAPONS-CITY VIOL/DISCHRGING IN CITY,5860,HIGHLAND AVE,50, , ,5860,HIGHLAND,883333.6,1035294
20-000042,2020-01,01/01/2020 04:57,Y, , ,1, , 92000,5,SIMPLE ASSAULT-HARRASSMENT,5704,LABADIE AVE,50, ,VICTIM S RESIDENCE,5704,LABADIE,885375.6,1036391
20-000040,2020-01,01/01/2020 05:13,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,0,N 18TH ST / CARR DR,61, , , , ,904985.8,1021304
20-000616,2020-01,01/01/2020 07:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,1101,FOREST AVE,44, , ,1101,FOREST,876046.4,1018477
20-000046,2020-01,01/01/2020 07:15,Y, , ,1, ,151130,6,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,8815,N BROADWAY,74, ,CONVENIENCE EXPRESS GAS STATION,8815,BROADWAY,897615.1,1052696
20-004381,2020-01,01/01/2020 08:00,Y, , ,1, , 64701,4,LARCENY-FROM MTR VEH UNDER $500,925,NEW HAVEN CT,62, , ,925,NEW HAVEN,908735,1021927
20-005128,2020-01,01/01/2020 08:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,1847,MURPHY PARK DR,61, , ,1847,MURPHY PARK,905078.3,1022813
20-000160,2020-01,01/01/2020 08:29,Y, , ,1, , 67701,4,LARCENY-FROM BUILDING UNDER $500,303,N BROADWAY,35,INDIGO HOTEL,@INDIGO HOTEL,303,BROADWAY,908965.4,1017670
20-000063,2020-01,01/01/2020 08:34,Y, , ,1, , 52112,5,BURGLARY-BUSINESS/DAY/FORCE ENT/UNOCCUPIED,3457,UNION BLVD,52, , , , ,888946.7,1035763
20-000778,2020-01,01/01/2020 09:00,Y, , ,1, , 64701,3,LARCENY-FROM MTR VEH UNDER $500,0,ARSENAL ST / I 55 SOUTHBOUND,22, , , , ,901454.8,1006277
20-000071,2020-01,01/01/2020 09:50,Y, , ,1, , 51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5105,HIGHLAND AVE,52, , ,5105,HIGHLAND,888869.3,1032574
20-000896,2020-01,01/01/2020 10:00,Y, , ,1, , 69702,1,LARCENY-ALL OTHER UNDER $500,7027,PENNSYLVANIA AVE,1,MCGUIRE MOVING & STORAGE, ,7027,PENNSYLVANIA,890617.6,990082.8
20-000888,2020-01,01/01/2020 10:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,2501,N GRAND BLVD,59, , ,2501,GRAND,899203.5,1026682
20-000221,2020-01,01/01/2020 10:45,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7128,MANCHESTER AVE,10, , ,7128,MANCHESTER,874255.5,1012952
20-000083,2020-01,01/01/2020 10:57,Y, , ,1, , 10000,5,HOMICIDE,1219,N EUCLID AVE,53, , ,1219,EUCLID,888944.8,1028564
20-000109,2020-01,01/01/2020 11:30,Y, , ,1, , 41012,3,AGG.ASSAULT-FIREARM/CITIZEN ADULT 2ND DEGREE,1442,CHOUTEAU AVE,33, , , , ,904053.8,1013944
20-000082,2020-01,01/01/2020 11:30,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,4122,VIRGINIA AVE,16, ,STREET,4122,VIRGINIA,894418.8,1000720
20-000103,2020-01,01/01/2020 11:40,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4954,HIGHLAND AVE,55, , ,4954,HIGHLAND,889577.9,1031963
20-000093,2020-01,01/01/2020 11:40,Y, , ,1, , 38111,5,ROBBERY CARJACKING /FIREARM USED/SUCCESSFUL,3945,OLIVE ST,38, , ,3945,OLIVE,894241.1,1022710
20-000091,2020-01,01/01/2020 11:48,Y, , ,1, ,263299,4,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,3214,FRANKLIN AVE,77, , ,3214,FRANKLIN,898976.4,1022075
20-000117,2020-01,01/01/2020 12:00,Y, , ,1, , 63701,1,LARCENY-SHOPLIFT UNDER $500,4645,GRAVOIS AVE,5,FAMILY DOLLAR, ,4645,GRAVOIS,887223.5,1001220
20-000084,2020-01,01/01/2020 12:00,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,4456,DEWEY AVE,16, ,REAR ALLEY,4454,DEWEY,891683.6,999659.9
20-000094,2020-01,01/01/2020 12:01,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,811,SPRUCE ST,35,CITY BLOCK 426,PRIVATE PARKING LOT,811,SPRUCE,907472.1,1015934
20-002077,2020-01,01/01/2020 13:00,Y, , ,1, , 51312,6,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4879,FARLIN AVE,69, , ,4879,FARLIN,892783,1035847
20-000104,2020-01,01/01/2020 13:18,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1531,OFALLON ST,61,PRESERVATION PLACE, ,1031,OFALLON,906326.9,1021812
20-000102,2020-01,01/01/2020 13:34,Y, , ,1, ,152200,1,WEAPONS-CITY VIOL/DISCHRGING IN CITY,7833,BANDERO DR,1,SOUTHWEST CROSSINGS, ,7833,BANDERO,886326.9,989960.4
20-000291,2020-01,01/01/2020 13:55,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,2007,E GANO AVE,66, , ,2007,GANO,902876.1,1033892
20-000213,2020-01,01/01/2020 14:00,Y, , ,1, ,142320,6,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4470,FARLIN AVE,69, , ,4470,FARLIN,895387.9,1034170
20-000118,2020-01,01/01/2020 14:01,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1224,BRYANT ST,61, , ,1224,BRYANT,904791.4,1021835
20-000145,2020-01,01/01/2020 14:03,Y, , ,1, ,115200,4,FRAUD-STEALING BY DECEIT/UNDER $150,529,CHESTNUT ST,35,TGI FRIDAY S, ,529,CHESTNUT,908732.9,1017197
20-000310,2020-01,01/01/2020 14:30,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,3736,KEOKUK ST,16, , ,3736,KEOKUK,892067.2,1002462
20-000121,2020-01,01/01/2020 14:33,Y, , ,1, ,242000,2,DISORDERLY CONDUCT-HARRASSMENT (IF NO THREAT I,5729,OLEATHA AVE,14, , ,5729,OLEATHA,880363.8,1006476
20-000252,2020-01,01/01/2020 15:00,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",2619,SLATTERY ST,59, , ,2619,SLATTERY,900403.2,1026259
20-000427,2020-01,01/01/2020 15:00,Y, , ,1, , 69602,4,"LARCENY-ALL OTHER $500 - $24,999",0,N 19TH ST / SAINT LOUIS AVE,60, , , , ,905669.1,1026028
20-000538,2020-01,01/01/2020 15:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4281,NATURAL BRIDGE AVE,68, , ,4281,NATURAL BRIDGE,896521.8,1032342
20-000130,2020-01,01/01/2020 15:16,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4744,KENSINGTON AVE,54, , , , ,889651.8,1026635
20-000129,2020-01,01/01/2020 15:23,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3410,S KINGSHIGHWAY BLVD,15, , , , ,885834.1,1006342
20-000128,2020-01,01/01/2020 15:40,Y, , ,1, ,182130,2,DRUGS-POSSESSION/HEROIN,3157,SUBLETTE AVE,13,SPD BUREAU,@SOUTH PATROL DIVISION,3157,SUBLETTE,882564.6,1008801
20-000279,2020-01,01/01/2020 16:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,4336,CHIPPEWA ST,5, , ,4336,CHIPPEWA,887211.2,1003857
20-000141,2020-01,01/01/2020 16:11,Y, , ,1, ,130000,4,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",1600,PINE ST,36, , ,1600,PINE,904957.8,1018479
20-000137,2020-01,01/01/2020 16:18, , , ,-1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,5830,NATURAL BRIDGE AVE,50, , , , ,885192,1038846
20-000137,2020-01,01/01/2020 16:18,Y, , ,1, , 83000,5,ARSON-KNOWINGLY BURNING/SUCCESS,5830,NATURAL BRIDGE AVE,50, , , , ,885192,1038846
20-000209,2020-01,01/01/2020 16:30,Y, , ,1, , 64601,1,"LARCENY-FROM MTR VEH $500 - $24,999",5047,BANCROFT AVE,7, , , , ,883268.8,1003828
20-000149,2020-01,01/01/2020 16:46,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,3518,S GRAND BLVD,25, , , , ,893530.5,1004900
20-000253,2020-01,01/01/2020 17:00,Y, , ,1, , 71030,1,AUTO THEFT-PERM RETNT/JOY RIDE,0,DEWEY AVE / OSCEOLA ST,16, , ,4602,SPRING,892011.4,1000252
20-000154,2020-01,01/01/2020 17:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,7618,N BROADWAY,74, , ,726,THRUSH,897631.5,1044959
20-000152,2020-01,01/01/2020 17:02,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,N NEWSTEAD AVE / SAINT LOUIS A,57, , , , ,894325.9,1030797
20-000413,2020-01,01/01/2020 17:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6301,THOLOZAN AVE,9, , ,6301,THOLOZAN,878343.3,1006089
20-000217,2020-01,01/01/2020 17:36,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,6015,OLEATHA AVE,9, , ,6015,OLEATHA,879286.9,1006608
20-005213,2020-01,01/01/2020 18:00,Y, , ,1, , 65701,1,LARCENY-MTR VEH PARTS UNDER $500,220,BOWEN ST,1, , , , ,892231.8,992302.4
20-000270,2020-01,01/01/2020 18:00,Y, , ,1, , 64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4167,WESTMINSTER PL,38, , ,4167,WESTMINSTER,892629.5,1023275
20-000155,2020-01,01/01/2020 18:06,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,HAMPTON AVE / W PARK AVE,41, , , , ,880915.1,1017013
20-000159,2020-01,01/01/2020 18:38,Y, , ,1, , 91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",110,N 17TH ST,36, ,APT 910,110,7TH,904545.1,1018315
20-000166,2020-01,01/01/2020 18:45,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5964,GOODFELLOW BLVD,73, , ,5964,GOODFELLOW,890609.4,1049313
20-000161,2020-01,01/01/2020 18:50,Y, , ,1, , 38112,4,ROBBERY CARJACKING /FIREARM USED/ATTEMPT,3027,LOCUST ST,37, , ,3027,LOCUST,899440.3,1020630
20-000239,2020-01,01/01/2020 19:00, , , ,-1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4209,UTAH ST,15, , ,4209,UTAH,889066.4,1007032
20-000239,2020-01,01/01/2020 19:00,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,4209,UTAH ST,15, , ,4209,UTAH,889066.4,1007032
20-000475,2020-01,01/01/2020 19:00,Y, , ,1, , 63701,6,LARCENY-SHOPLIFT UNDER $500,8544,N BROADWAY,74, , , , ,897570.6,1050618
20-000171,2020-01,01/01/2020 19:04,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4106,N GRAND BLVD,67, , ,4106,GRAND,901961.6,1031066
20-000165,2020-01,01/01/2020 19:10,Y, , ,1, , 91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,3515,NATURAL BRIDGE AVE,67,POPEYES, ,3515,NATURAL BRIDGE,901382.6,1029659
20-000186,2020-01,01/01/2020 19:30,Y, , ,1, , 64701,2,LARCENY-FROM MTR VEH UNDER $500,12,HAMPTON VILLAGE PLZ,7,HAMPTON VILLAGE SHOPPING CENTER, , , ,879631.8,1004932
20-000899,2020-01,01/01/2020 19:30,Y, , ,1, , 72113,5,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,0,HODIAMONT AVE / RIDGE AVE,78, , , , ,881026.1,1033811
20-000169,2020-01,01/01/2020 19:45,Y, , ,1, ,151110,4,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1914,E GRAND BLVD,66, , ,1914,GRAND,903609.4,1033103
20-000175,2020-01,01/01/2020 19:45,Y, , ,1, , 64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,12,HAMPTON VILLAGE PLZ,7, , ,12,HAMPTON VILLAGE,879631.8,1004932
20-000170,2020-01,01/01/2020 19:55,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,FOREST PARK AVE / S SARAH ST,38, , , , ,892450.9,1020539
20-000172,2020-01,01/01/2020 19:56,Y, , ,1, , 91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3958,MISSOURI AVE,18, , ,3958,MISSOURI,898797.7,1000995
20-000179,2020-01,01/01/2020 19:59,Y, , ,1, , 41011,6,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,3700,GOODFELLOW BLVD,70,CROWN FOOD MART, , , ,885667.2,1038805
20-000181,2020-01,01/01/2020 20:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,@HAMPTON VILLAGE : XY(87948919,7,HAMPTON VILLAGE, , , ,879489.2,1004769
20-000174,2020-01,01/01/2020 20:00,Y, , ,1, , 91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",3951,SCHILLER PL,5, , ,3951,SCHILLER,888551.2,998132
20-000178,2020-01,01/01/2020 20:23,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,4164,S GRAND BLVD,16, , ,4164,GRAND,893428.3,1000548
20-000328,2020-01,01/01/2020 20:30,Y, , ,1, , 64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",1025,SPRUCE ST,35, , ,1025,SPRUCE,906589.4,1016244
