Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
20-014618,2020-04,02/03/2020 14:45,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3726,COOK AVE,77, ,NUISANCE ABATEMENT PROPERTY,3726,COOK,896787.3,1024233
20-014612,2020-04,02/04/2020 15:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1413,N 8TH ST,62, ,NUISANCE ABATEMENT PROPERTY,1413,8TH,909196.1,1021937
20-016326,2020-04,02/04/2020 17:14,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
20-014482,2020-04,02/04/2020 17:14,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4171,LINDELL BLVD,38, ,@SCHNUCKS - SARAH AND LINDELL,4171,LINDELL,892104.8,1022153
20-014979,2020-04,02/05/2020 14:04,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-014982,2020-04,02/05/2020 18:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-014481,2020-04,02/06/2020 17:50,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2727,N KINGSHIGHWAY BLVD,52, ,@BISHOP HEALY,2727,KINGSHIGHWAY,889447.5,1032841
20-014605,2020-04,02/07/2020 01:15,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,300,N 4TH ST,35, ,@MANSION HOUSE,300,4TH,909633.8,1017651
20-016334,2020-04,02/07/2020 12:00,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,1000,HAMILTON AVE,48, , ,1000,HAMILTON,0,0
20-016295,2020-04,02/07/2020 22:45,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5808,MAPLE AVE,48, , ,5808,MAPLE,881028.8,1029604
20-014589,2020-04,02/08/2020 17:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3645,PAGE BLVD,77,SAVE A LOT,NUISANCE ABATEMENT PROPERTY,3645,PAGE,897714.3,1024471
20-014862,2020-04,02/08/2020 20:15,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1458,CASTLE,33, , ,1458,CASTLE,0,0
20-014474,2020-04,02/09/2020 16:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5805,SELBER CT,50, , ,5805,SELBER,884807.3,1037849
20-014593,2020-04,02/10/2020 10:17,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1729,PRESERVATION PL,61, ,NUISANCE ABATEMENT PROPERTY,1729,PRESERVATION,906189.8,1022184
20-014986,2020-04,02/10/2020 15:09,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-018199,2020-04,02/11/2020 12:00,Y, , ,1, ,101000,6,FORGERY,3938,LABADIE AVE,56, , ,3938,LABADIE,898025.5,1029057
20-015147,2020-04,02/11/2020 13:50,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5310,N EUCLID AVE,71, ,@EUCLID PZ,5310,EUCLID,894542.1,1038824
20-007007,2020-04,02/11/2020 21:10,Y, , ,1, , 82000,4,ARSON-2ND DEGREE/SUCCESS,1900,BIDDLE ST,61, , ,1900,BIDDLE,904478.7,1021861
20-018429,2020-04,02/12/2019 00:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,4500,FOREST PARK AVE,38, ,@PARKVIEW APTS,4500,FOREST PARK,0,0
20-014475,2020-04,02/12/2020 07:15,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5805,SELBER CT,50, , ,5805,SELBER,884807.3,1037849
20-007244,2020-04,02/13/2020 12:30, , , ,-1, , 31111,4,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,721,TUCKER,36,SHELL GAS STATION,SHELL GAS STATION,721,TUCKER,0,0
20-014849,2020-04,02/13/2020 22:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3530,MIAMI ST,19, , ,3530,MIAMI,893585.5,1004337
20-016245,2020-04,02/14/2020 21:13,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,HAMILTON AVE / PLYMOUTH AVE,48, , ,5568,THEODOSIA,880771.9,1031257
20-016479,2020-04,02/15/2020 12:59,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,110,N 17TH ST,36, ,NUISANCE ABATEMENT PROPERTY,110,17TH,904545.1,1018315
20-014990,2020-04,02/15/2020 17:20,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-014993,2020-04,02/15/2020 19:30,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-016559,2020-04,02/17/2020 11:52,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5720,NATURAL BRIDGE AVE,50, , ,5720,NATURAL BRIDGE,885698.6,1038408
20-014485,2020-04,02/17/2020 16:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5335,DELMAR BLVD,49, , ,5335,DELMAR,884570.7,1026786
20-014853,2020-04,02/17/2020 18:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4023,CALIFORNIA AVE,16, , ,4023,CALIFORNIA,896617.6,1001031
20-016290,2020-04,02/17/2020 20:20,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,710,GOODFELLOW BLVD,48, , ,710,GOODFELLOW,881216.5,1027231
20-007947,2020-04,02/18/2020 09:25,Y, , ,1, ,182400,1,DRUGS-POSSESSION/MARIJUANA,7321,MINNESOTA AVE,2, , ,7321,MINNESOTA,889350,989392.9
20-016466,2020-04,02/19/2020 07:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,110,N 17TH ST,36, ,NUISANCE ABATEMENT PROPERTY,110,17TH,904545.1,1018315
20-016474,2020-04,02/19/2020 11:03,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3644,NATURAL BRIDGE AVE,59, ,NUISANCE ABATEMENT PROPERTY,3644,NATURAL BRIDGE,901069.3,1029712
20-008161,2020-04,02/19/2020 12:00,Y, , ,1, ,263299,0,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,4,E ALLISON AVE,0, ,APARTMENT COMPLEX,4,ALLISON,861185.3,1010057
20-014870,2020-04,02/19/2020 12:10,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1212,S 11TH,34, , ,1212,11TH,0,0
20-008186,2020-04,02/19/2020 14:22,Y, , ,1, ,151110,6,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,4232,DRESSELL AVE,70, ,FEDERAL SEARCH WARRANT,4232,DRESSELL,885568.9,1040736
20-014994,2020-04,02/20/2020 17:00,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-015883,2020-04,02/20/2020 21:25,Y, , ,1, ,241100,3,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,2532,CALIFORNIA AVE,24, , ,2532,CALIFORNIA,898204.1,1009789
20-008756,2020-04,02/22/2020 16:00,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,0,DR MARTIN LUTHER KING DR / N K,53, ,ALIAS MLK/KINGSHIGHWAY, , ,888326.1,1030363
20-016297,2020-04,02/23/2020 16:40,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5611,ENRIGHT AVE,48, , ,5611,ENRIGHT,882262.8,1027291
20-016419,2020-04,02/24/2018 00:01,Y, , ,1, , 21000,5,RAPE -- FORCIBLE,5200,PAULIAN PL,52, , ,5200,PAULIAN,0,0
20-016457,2020-04,02/24/2020 02:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2707,RAUSCHENBACH AVE,60, ,NUISANCE ABATEMENT PROPERTY,2707,RAUSCHENBACH,904418.8,1025992
20-015196,2020-04,02/25/2020 15:00,Y, , ,1, ,101000,2,FORGERY,1,CAMPBELL PLZ,13,CDG ENGINEERS, ,1,CAMPBELL,880886.1,1009386
20-009407,2020-04,02/25/2020 23:27,Y, , ,1, , 82000,3,ARSON-2ND DEGREE/SUCCESS,3722,S GRAND BLVD,19,SIT SLEEP FURNITURE & MATRESS, , , ,893441.9,1003523
20-014882,2020-04,02/26/2020 09:00,Y, , ,1, , 51322,6,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1011,CANAAN AVE,74, , ,1011,CANAAN,895711.1,1051473
20-009692,2020-04,02/27/2020 15:28,Y, , ,1, ,182130,6,DRUGS-POSSESSION/HEROIN,4498,LEE AVE,69, , , , ,895337.6,1035169
20-014502,2020-04,02/27/2020 15:30,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,5500,THRUSH AVE,72, ,THRUSH AT WEST FLORISSANT,4014,UNION,892661.1,1043759
20-016350,2020-04,02/28/2020 00:05,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1600,PINE ST,36, ,NUISANCE ABATEMENT PROPERTY,1600,PINE,904957.8,1018479
20-016358,2020-04,02/28/2020 01:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1411,N 9TH,62, ,NUISANCE ABATEMENT PROPERTY,1411,9TH,0,0
20-011042,2020-04,02/28/2020 14:20,Y, , ,1, ,264100,6,HEALTH-SANITATION VIOL,937,ELIAS AVE,74, ,ALLEY,937,ELIAS,896271,1051760
20-014852,2020-04,02/28/2020 14:30,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,7116,VERMONT AVE,1, , ,7116,VERMONT,889260,990541.4
20-009988,2020-04,02/29/2020 15:25,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,229,N EUCLID AVE,38, , ,229,EUCLID,888310.8,1023434
20-016314,2020-04,02/29/2020 16:04,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1227,BELT AVE,48, , ,1227,BELT,883994.9,1029879
20-016992,2020-04,03/01/2020 12:00,Y, , ,1, , 64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",3032,CHIPPEWA ST,16, , ,3032,CHIPPEWA,895688.3,1002682
20-019054,2020-04,03/01/2020 12:00,Y, , ,1, , 73313,2,AUTO THEFT-MTRCYCLE/PERM RETNT/UNRECOV OVER 48,4239,NORFOLK AVE,39, , ,4239,NORFOLK,890106.9,1016741
20-015750,2020-04,03/01/2020 12:00,Y, , ,1, , 65701,5,LARCENY-MTR VEH PARTS UNDER $500,5871,DEGIVERVILLE AVE,46, , ,5871,DEGIVERVILLE,879894.6,1026511
20-017915,2020-04,03/01/2020 15:49,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1220,WARREN ST,63, ,NUISANCE ABATEMENT PROPERTY,1220,WARREN,907350.3,1025616
20-014996,2020-04,03/01/2020 16:25,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3430,S GRAND BLVD,25, ,@SCHNUCKS- S GRAND AND GRAVOIS,3430,GRAND,893788.8,1005469
20-010270,2020-04,03/02/2020 02:45,Y, , ,1, , 21000,6,RAPE -- FORCIBLE,4100,CARTER AVE,68, , ,4100,CARTER,0,0
20-017908,2020-04,03/02/2020 13:00,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1133,WASHINGTON AVE,35, ,NUISANCE ABATEMENT PROPERTY,1133,WASHINGTON,907003.4,1019090
20-011649,2020-04,03/02/2020 16:30,Y, , ,1, ,171200,4,SEX OFFNS-STATUATORY RAPE/FIRST,3800,GREER AVE,59, , ,3800,GREER,0,0
20-015149,2020-04,03/02/2020 23:21,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5003,GOODFELLOW BLVD,76, , ,5003,GOODFELLOW,887701.6,1044511
20-018183,2020-04,03/03/2020 12:00,Y, , ,1, ,101000,5,FORGERY,3405,GOODFELLOW BLVD,50, , ,3405,GOODFELLOW,885193.6,1037577
20-017912,2020-04,03/03/2020 22:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3808,GREER AVE,59, ,NUISANCE ABATEMENT PROPERTY,3808,GREER,899143.1,1028872
20-010597,2020-04,03/04/2020 12:30,Y, , ,1, ,130000,0,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",8031,W FLORISSANT AVE,0, , ,8031,FLORISSANT,883890.2,1053735
20-010773,2020-04,03/05/2020 09:55,Y, , ,1, ,151130,4,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,4500,N BROADWAY,64, , ,4500,BROADWAY,905164,1033720
20-015607,2020-04,03/05/2020 15:00,Y, , ,1, ,117000,4,FAILURE TO RETURN BORROWED/RENTED VEHICL,811,SPRUCE ST,35, ,@HOTEL- WESTIN,811,SPRUCE,907472.1,1015934
20-016918,2020-04,03/06/2020 21:23,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8217,CHURCH RD,74, , ,8217,CHURCH,896456.7,1048124
20-011074,2020-04,03/06/2020 23:49,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,1350,N VANDEVENTER AVE,77, , ,1350,VANDEVENTER,896300.8,1025369
20-017901,2020-04,03/07/2020 21:50,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3015,N 23RD ST,60, ,NUISANCE ABATEMENT PROPERTY,3015,23RD,904022.6,1027132
20-015299,2020-04,03/09/2020 01:56,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3645,BATES ST,3, , ,3645,BATES,890079.7,996296.6
20-015152,2020-04,03/09/2020 02:35,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,4622,N 20TH ST,66, , ,4622,20TH,903375.1,1033185
20-017380,2020-04,03/09/2020 17:58,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3720,COOK AVE,77, ,NUISANCE ABATEMENT PROPERTY,3720,COOK,896787.3,1024233
20-014480,2020-04,03/09/2020 22:05,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2727,N KINGSHIGHWAY BLVD,52, ,@BISHOP HEALY,2727,KINGSHIGHWAY,889447.5,1032841
20-015740,2020-04,03/10/2020 08:00,Y, , ,1, , 69602,6,"LARCENY-ALL OTHER $500 - $24,999",5412,PARTRIDGE AVE,72, , ,5412,PARTRIDGE,890940.3,1045017
20-011611,2020-04,03/10/2020 12:12,Y, , ,1, ,211000,4,DUI-DRVING WHILE INTOXICATED,1908,CARR ST,61, , ,1908,CARR,904446.9,1021328
20-017205,2020-04,03/10/2020 12:30,Y, , ,1, , 65701,2,LARCENY-MTR VEH PARTS UNDER $500,6369,MANCHESTER AVE,42,NU WAY AUTO, ,6359,MANCHESTER,879094.6,1015261
20-014869,2020-04,03/10/2020 14:35,Y, , ,1, ,266999,3,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1543,LASALLE,33, , ,1543,LASALLE,0,0
20-011622,2020-04,03/10/2020 14:55,Y, , ,1, ,115200,1,FRAUD-STEALING BY DECEIT/UNDER $150,5000,ALASKA AVE,16,THE HAUNT, ,5000,ALASKA,892450.7,996855.2
20-017256,2020-04,03/11/2020 01:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,2546,N GRAND BLVD,59, ,NUISANCE ABATEMENT PROPERTY,2546,GRAND,899641.4,1026907
20-015696,2020-04,03/11/2020 10:00,Y, , ,1, , 65701,4,LARCENY-MTR VEH PARTS UNDER $500,3701,LINDELL BLVD,77, , ,3701,LINDELL,895417.8,1021428
20-017204,2020-04,03/11/2020 13:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",3128,ARSENAL ST,25, , ,3128,ARSENAL,896090.1,1007940
20-015714,2020-04,03/11/2020 13:43,Y, , ,1, , 67701,5,LARCENY-FROM BUILDING UNDER $500,3949,LINDELL BLVD,38, , ,3949,LINDELL,893684.9,1021926
20-017253,2020-04,03/11/2020 14:35,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1530,BIDDLE ST,61, ,NUISANCE ABATEMENT PROPERTY,1530,BIDDLE,905664.1,1021110
20-014905,2020-04,03/11/2020 17:00,Y, , ,1, , 69602,1,"LARCENY-ALL OTHER $500 - $24,999",6134,VIRGINIA AVE,1, , ,6134,VIRGINIA,891751.2,992911.9
20-014720,2020-04,03/12/2020 08:48,Y, , ,1, ,115100,1,FRAUD-STEALING BY DECEIT/OVER $150,3986,STEFFENS AVE,5, , ,3986,STEFFENS,889434.9,1000657
20-014797,2020-04,03/12/2020 12:00,Y, , ,1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,7312,HAMPSHIRE DR,6, ,APT 1,7312,HAMPSHIRE,879078.7,995110.3
20-014797,2020-04,03/12/2020 12:00, , , ,-1, , 51322,1,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,7312,HAMPSHIRE DR,6, ,APT 1,7312,HAMPSHIRE,879078.7,995110.3
20-014859,2020-04,03/12/2020 12:00,Y, , ,1, ,112010,6,FRAUD-CREDIT DEVICE/OVER $150,6050,W FLORISSANT AVE,76, , ,6050,FLORISSANT,890864,1047382
20-012017,2020-04,03/12/2020 17:00,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4698,W FLORISSANT AVE,71, , ,4698,FLORISSANT,896843.8,1038541
20-017243,2020-04,03/12/2020 20:10,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1860,MULLANPHY ST,60, ,NUISANCE ABATEMENT PROPERTY,1860,MULLANPHY,905317.3,1023600
20-018886,2020-04,03/13/2020 00:00,Y, , ,1, , 71013,1,AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR,0,MOUNT PLEASANT ST / OREGON AVE,17, , , , ,896007.5,997449.8
20-017216,2020-04,03/13/2020 09:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3302,DR MARTIN LUTHER KING DR,77, ,NUISANCE ABATEMENT PROPERTY,919,JEFFERSON,898772.8,1023762
20-017893,2020-04,03/13/2020 10:00,Y, , ,1, , 65601,3,"LARCENY-MTR VEH PARTS $500 - $24,999",1444,S COMPTON AVE,31, , ,1444,COMPTON,897125.3,1014924
20-015732,2020-04,03/13/2020 12:00,Y, , ,1, , 52312,2,BURGLARY-BUSINESS/UNK TIME/FORC ENT/UNOCCUPIED,1024,S VANDEVENTER AVE,28, , ,1024,VANDEVENTER,892333.2,1017292
20-017239,2020-04,03/13/2020 15:30,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1804,CARR DR,61, ,NUISANCE ABATEMENT PROPERTY,1804,CARR,904967.9,1021309
20-012180,2020-04,03/13/2020 17:40,Y, , ,1, ,182250,5,DRUGS-POSSESSION/COCAINE,4123,DR MARTIN LUTHER KING DR,58, , , , ,894838.4,1026996
20-016919,2020-04,03/13/2020 23:25,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8219,CHURCH RD,74, , ,8217,CHURCH,896456.7,1048124
20-016920,2020-04,03/13/2020 23:26,Y, , ,1, ,266999,6,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,8219,CHURCH RD,74, , ,8217,CHURCH,896456.7,1048124
20-016165,2020-04,03/14/2020 00:00,Y, , ,1, , 71040,5,AUTO THEFT-PERM RETNT/ATTEMPT,5551,DR MARTIN LUTHER KING DR,50, , ,5551,DR MARTIN LUTHER KING,884559.3,1032679
20-012290,2020-04,03/14/2020 04:30,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3613,N 19TH ST,65, ,APT B,3613,19TH,905589.1,1029196
20-014478,2020-04,03/14/2020 05:19,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,5805,SELBER CT,50, , ,5805,SELBER,884807.3,1037849
